! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Representation of the mechanism as a bipartite species-reaction graph in CSV format
! 
! Generated by KPP-3.4.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
!        P.O. Sturm,  Univ. of Southern California, Los Angeles, CA, USA
! 
! File                 : isoprene_full_v5_nofixedspc_EdgeList.csv
! Equation file        : isoprene_full_v5_nofixedspc.def
! Output root filename : isoprene_full_v5_nofixedspc
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



species_index,reaction_index,source,target,directed_stoichiometric_value
16,106,R106,ISOP1OH2OH,1
370,106,R106,ISOP1OH4CO,1
380,106,ISOP1OH4OOt,R106,-1
381,106,ISOP1OH2OO,R106,-1
5,107,R107,HCHO,1
370,107,R107,ISOP1OH4CO,1
378,107,ISOP1OO4OHc,R107,-1
379,107,ISOP3OO4OH,R107,-1
382,107,R107,MACR,1
389,107,R107,HO2,2
5,108,R108,HCHO,1
355,108,R108,ISOP1OH2OOH3OO4CO,1
378,108,ISOP1OO4OHc,R108,-1
379,108,ISOP3OO4OH,R108,-1
382,108,R108,MACR,1
389,108,R108,HO2,1
15,109,R109,ISOP3OH4OH,1
371,109,R109,ISOP1CO4OH,1
378,109,ISOP1OO4OHc,R109,-1
379,109,ISOP3OO4OH,R109,-1
18,110,R110,ISOP1OH4OH,1
306,110,R110,ISOP3CO4OH,1
378,110,ISOP1OO4OHc,R110,-1
379,110,ISOP3OO4OH,R110,-1
5,111,R111,HCHO,1
370,111,R111,ISOP1OH4CO,1
376,111,ISOP1OO4OHt,R111,-1
379,111,ISOP3OO4OH,R111,-1
382,111,R111,MACR,1
389,111,R111,HO2,2
5,112,R112,HCHO,1
355,112,R112,ISOP1OH2OOH3OO4CO,1
376,112,ISOP1OO4OHt,R112,-1
379,112,ISOP3OO4OH,R112,-1
382,112,R112,MACR,1
389,112,R112,HO2,1
15,113,R113,ISOP3OH4OH,1
371,113,R113,ISOP1CO4OH,1
376,113,ISOP1OO4OHt,R113,-1
379,113,ISOP3OO4OH,R113,-1
18,114,R114,ISOP1OH4OH,1
306,114,R114,ISOP3CO4OH,1
376,114,ISOP1OO4OHt,R114,-1
379,114,ISOP3OO4OH,R114,-1
5,115,R115,HCHO,1
371,115,R115,ISOP1CO4OH,1
377,115,ISOP1OH4OOc,R115,-1
379,115,ISOP3OO4OH,R115,-1
382,115,R115,MACR,1
389,115,R115,HO2,2
5,116,R116,HCHO,1
356,116,R116,ISOP1CO2OO3OOH4OH,1
377,116,ISOP1OH4OOc,R116,-1
379,116,ISOP3OO4OH,R116,-1
382,116,R116,MACR,1
389,116,R116,HO2,1
15,117,R117,ISOP3OH4OH,1
370,117,R117,ISOP1OH4CO,1
377,117,ISOP1OH4OOc,R117,-1
379,117,ISOP3OO4OH,R117,-1
18,118,R118,ISOP1OH4OH,1
306,118,R118,ISOP3CO4OH,1
377,118,ISOP1OH4OOc,R118,-1
379,118,ISOP3OO4OH,R118,-1
5,119,R119,HCHO,1
371,119,R119,ISOP1CO4OH,1
379,119,ISOP3OO4OH,R119,-1
380,119,ISOP1OH4OOt,R119,-1
382,119,R119,MACR,1
389,119,R119,HO2,2
