! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Representation of the mechanism as a bipartite species-reaction graph in CSV format
! 
! Generated by KPP-3.4.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
!        P.O. Sturm,  Univ. of Southern California, Los Angeles, CA, USA
! 
! File                 : jam_EdgeList.csv
! Equation file        : jam.kpp
! Output root filename : jam
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



species_index,reaction_index,source,target,directed_stoichiometric_value
237,124,R124,HO2,2
169,125,C3H7O2,R125,-1
183,125,R125,CO2,1
184,125,R125,CH3COCH3,0.82
203,125,R125,CH3CHO,0.27
227,125,CH3CO3,R125,-1
235,125,R125,CH3O2,1
237,125,R125,HO2,1
91,126,C3H7OOH,R126,-1
169,126,R126,C3H7O2,0.5
184,126,R126,CH3COCH3,0.41
203,126,R126,CH3CHO,0.135
228,126,R126,H2O,0.5
234,126,OH,R126,-1
234,126,R126,OH,0.5
200,127,HYPROPO2,R127,-1
203,127,R127,CH3CHO,1
231,127,R127,HCHO,1
237,127,R127,HO2,1
239,127,NO,R127,-1
240,127,R127,NO2,1
200,128,HYPROPO2,R128,-1
203,128,R128,CH3CHO,1
231,128,R128,HCHO,1
236,128,NO3,R128,-1
237,128,R128,HO2,1
240,128,R128,NO2,1
124,129,R129,HYPROPO2H,1
200,129,HYPROPO2,R129,-1
237,129,HO2,R129,-1
242,129,R129,O2,1
194,130,R130,CH3OH,0.25
200,130,HYPROPO2,R130,-1
203,130,R130,CH3CHO,0.5
210,130,R130,ACETOL,0.5
231,130,R130,HCHO,1.25
235,130,CH3O2,R130,-1
237,130,R130,HO2,1
183,131,R131,CO2,1
200,131,HYPROPO2,R131,-1
203,131,R131,CH3CHO,1
227,131,CH3CO3,R131,-1
231,131,R131,HCHO,1
235,131,R131,CH3O2,1
237,131,R131,HO2,1
124,132,HYPROPO2H,R132,-1
200,132,R132,HYPROPO2,0.5
210,132,R132,ACETOL,0.5
228,132,R132,H2O,1
234,132,OH,R132,-1
234,132,R132,OH,0.5
210,133,ACETOL,R133,-1
211,133,R133,MGLYOX,1
228,133,R133,H2O,1
234,133,OH,R133,-1
237,133,R133,HO2,1
205,134,R134,CO,1
211,134,MGLYOX,R134,-1
227,134,R134,CH3CO3,1
228,134,R134,H2O,1
234,134,OH,R134,-1
205,135,R135,CO,1
211,135,MGLYOX,R135,-1
227,135,R135,CH3CO3,1
230,135,R135,HNO3,1
236,135,NO3,R135,-1
204,136,CH3COCH2O2,R136,-1
227,136,R136,CH3CO3,1
231,136,R136,HCHO,1
239,136,NO,R136,-1
240,136,R136,NO2,1
74,137,R137,HYPERACET,0.85
204,137,CH3COCH2O2,R137,-1
227,137,R137,CH3CO3,0.15
228,137,R137,H2O,0.15
231,137,R137,HCHO,0.15
234,137,R137,OH,0.15
237,137,HO2,R137,-1
242,137,R137,O2,0.85
194,138,R138,CH3OH,0.5
204,138,CH3COCH2O2,R138,-1
210,138,R138,ACETOL,0.2
211,138,R138,MGLYOX,0.5
227,138,R138,CH3CO3,0.3
231,138,R138,HCHO,0.8
235,138,CH3O2,R138,-1
237,138,R138,HO2,0.3
183,139,R139,CO2,1
204,139,CH3COCH2O2,R139,-1
227,139,CH3CO3,R139,-1
227,139,R139,CH3CO3,1
231,139,R139,HCHO,1
235,139,R139,CH3O2,1
74,140,HYPERACET,R140,-1
204,140,R140,CH3COCH2O2,1
228,140,R140,H2O,1
234,140,OH,R140,-1
164,141,R141,NOA,0.83
191,141,PRONO3BO2,R141,-1
