! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Sparse Biadjacency Matrix, aka Stoichiometric Matrix, in CSV format
! 
! Generated by KPP-3.4.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
!        P.O. Sturm,  Univ. of Southern California, Los Angeles, CA, USA
! 
! File                 : cri_BiadjacencyMatrix.csv
! Equation file        : cri.kpp
! Output root filename : cri
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



species_name,species_index,reaction_index,stoichiometric_coefficient
OH,439,833,-1
CARB22,309,834,-1
RN22AO2,393,834,1
OH,439,834,-1
CARB25,300,835,-1
RN25AO2,389,835,1
OH,439,835,-1
CARB28,298,836,-1
RN28AO2,383,836,1
OH,439,836,-1
CARB31,297,837,-1
RN31AO2,382,837,1
OH,439,837,-1
CARB34,299,838,-1
RN34AO2,348,838,1
OH,439,838,-1
RU10O2,380,839,1
UCARB10,404,839,-1
OH,439,839,-1
HNO3,372,840,1
RU10O2,380,840,1
UCARB10,404,840,-1
NO3,437,840,-1
CO,376,841,1
UCARB10,404,841,-1
HCHO,415,841,1
CH3CO3,432,841,1
O3,434,841,-1
OH,439,841,1
CARB6,379,842,1
UCARB10,404,842,-1
HCHO,415,842,1
O3,434,842,-1
HOCH2CO3,377,843,1
HOCH2CHO,411,843,-1
OH,439,843,-1
HNO3,372,844,1
HOCH2CO3,377,844,1
HOCH2CHO,411,844,-1
NO3,437,844,-1
CARB3,363,845,-1
CO,376,845,2
OH,439,845,-1
HO2,441,845,1
CO,376,846,1
CARB6,379,846,-1
CH3CO3,432,846,1
OH,439,846,-1
CARB9,276,847,-1
RN9O2,421,847,1
OH,439,847,-1
CARB12,96,848,-1
RN12O2,419,848,1
OH,439,848,-1
CARB15,78,849,-1
RN15O2,426,849,1
OH,439,849,-1
CARB18,97,850,-1
RN18O2,407,850,1
OH,439,850,-1
CARB21,79,851,-1
RN21O2,397,851,1
OH,439,851,-1
CARB24,98,852,-1
RN24O2,392,852,1
OH,439,852,-1
CARB27,80,853,-1
RN27O2,387,853,1
OH,439,853,-1
CARB30,99,854,-1
RN30O2,352,854,1
OH,439,854,-1
CARB33,81,855,-1
RN33O2,356,855,1
OH,439,855,-1
CCARB12,138,856,-1
RN12O2,419,856,1
OH,439,856,-1
RU12O2,400,857,1
UCARB12,412,857,-1
OH,439,857,-1
HNO3,372,858,1
RU12O2,400,858,1
UCARB12,412,858,-1
NO3,437,858,-1
CO,376,859,1
CARB6,379,859,1
UCARB12,412,859,-1
O3,434,859,-1
OH,439,859,1
HO2,441,859,1
CARB3,363,860,1
CO,376,860,1
CARB7,399,860,1
UCARB12,412,860,-1
O3,434,860,-1
NUCARB12,326,861,-1
NRU12O2,366,861,1
OH,439,861,-1
NOA,282,862,-1
CARB6,379,862,1
NO2,438,862,1
OH,439,862,-1
UDCARB8,289,863,-1
C2H5O2,423,863,1
OH,439,863,-1
ANHY,199,864,1
UDCARB8,289,864,-1
OH,439,864,-1
HO2,441,864,1
UDCARB11,338,865,-1
RN10O2,427,865,1
OH,439,865,-1
ANHY,199,866,1
UDCARB11,338,866,-1
CH3O2,417,866,1
OH,439,866,-1
UDCARB14,331,867,-1
OH,439,867,-1
RN13O2,442,867,1
ANHY,199,868,1
UDCARB14,331,868,-1
C2H5O2,423,868,1
OH,439,868,-1
UDCARB17,284,869,-1
RN16O2,435,869,1
OH,439,869,-1
ANHY,199,870,1
UDCARB17,284,870,-1
RN10O2,427,870,1
OH,439,870,-1
UDCARB20,285,871,-1
RN19O2,406,871,1
OH,439,871,-1
ANHY,199,872,1
UDCARB20,285,872,-1
OH,439,872,-1
RN13O2,442,872,1
ECARB7,134,873,-1
C2H5O2,423,873,1
OH,439,873,-1
ECARB13,200,874,-1
RI13O2,361,874,1
OH,439,874,-1
TNCARB26,317,875,-1
RTN26O2,431,875,1
OH,439,875,-1
TNCARB15,70,876,-1
RN15AO2,436,876,1
OH,439,876,-1
TNCARB10,304,877,-1
RTN10O2,325,877,1
OH,439,877,-1
TNCARB26,317,878,-1
HNO3,372,878,1
RTN26O2,431,878,1
NO3,437,878,-1
TNCARB10,304,879,-1
RTN10O2,325,879,1
HNO3,372,879,1
NO3,437,879,-1
RCOOH25,75,880,-1
RTN25O2,416,880,1
OH,439,880,-1
TXCARB24,227,881,-1
RTX24O2,420,881,1
OH,439,881,-1
TXCARB22,203,882,-1
RTX22O2,418,882,1
OH,439,882,-1
ANHY,199,883,-1
HOCH2CH2O2,403,883,1
OH,439,883,-1
CH3NO3,139,884,-1
HCHO,415,884,1
NO2,438,884,1
HO2,441,884,1
C2H5NO3,140,885,-1
CH3CHO,433,885,1
NO2,438,885,1
HO2,441,885,1
RN10NO3,141,886,-1
C2H5CHO,425,886,1
NO2,438,886,1
HO2,441,886,1
IC3H7NO3,142,887,-1
CH3COCH3,371,887,1
NO2,438,887,1
HO2,441,887,1
RN13NO3,238,888,-1
C2H5O2,423,888,1
CH3CHO,433,888,1
NO2,438,888,1
RN13NO3,238,889,-1
CARB11A,288,889,1
NO2,438,889,1
HO2,441,889,1
RN16NO3,225,890,-1
RN15O2,426,890,1
NO2,438,890,1
RN19NO3,243,891,-1
RN18O2,407,891,1
NO2,438,891,1
RN22NO3,143,892,-1
RN21O2,397,892,1
NO2,438,892,1
RN25NO3,144,893,-1
RN24O2,392,893,1
NO2,438,893,1
RN28NO3,145,894,-1
RN27O2,387,894,1
NO2,438,894,1
RN31NO3,146,895,-1
RN30O2,352,895,1
NO2,438,895,1
RN34NO3,147,896,-1
RN33O2,356,896,1
NO2,438,896,1
RN37NO3,148,897,-1
RN36O2,345,897,1
NO2,438,897,1
RI13NO3,205,898,-1
CH3COCH3,371,898,1
CH3O2,417,898,1
NO2,438,898,1
RI16NO3,244,899,-1
CH3COCH3,371,899,1
C2H5O2,423,899,1
NO2,438,899,1
RC18NO3,159,900,-1
CYHEXONE,275,900,1
NO2,438,900,1
HO2,441,900,1
RA13NO3,206,901,-1
UDCARB8,289,901,1
CARB3,363,901,1
NO2,438,901,1
HO2,441,901,1
RA16NO3,207,902,-1
UDCARB11,338,902,1
CARB3,363,902,1
NO2,438,902,1
HO2,441,902,1
RA19NO3,283,903,-1
UDCARB11,338,903,1
CARB6,379,903,1
NO2,438,903,1
HO2,441,903,1
RA22NO3,245,904,-1
UDCARB14,331,904,1
CARB6,379,904,1
NO2,438,904,1
HO2,441,904,1
RA25NO3,208,905,-1
UDCARB17,284,905,1
CARB6,379,905,1
NO2,438,905,1
HO2,441,905,1
RA28NO3,209,906,-1
UDCARB20,285,906,1
CARB6,379,906,1
NO2,438,906,1
HO2,441,906,1
ECARB7,134,907,1
RE12NO3,210,907,-1
CH3O2,417,907,1
NO2,438,907,1
RE15NO3,161,908,-1
ECARB13,200,908,1
NO2,438,908,1
HO2,441,908,1
ECARB13,200,909,1
RE18NO3,211,909,-1
CH3O2,417,909,1
NO2,438,909,1
RTX24NO3,164,910,-1
TXCARB22,203,910,1
NO2,438,910,1
HO2,441,910,1
CH3NO3,139,911,-1
HCHO,415,911,1
NO2,438,911,1
OH,439,911,-1
C2H5NO3,140,912,-1
CH3CHO,433,912,1
NO2,438,912,1
OH,439,912,-1
RN10NO3,141,913,-1
C2H5CHO,425,913,1
NO2,438,913,1
OH,439,913,-1
IC3H7NO3,142,914,-1
CH3COCH3,371,914,1
NO2,438,914,1
OH,439,914,-1
RN13NO3,238,915,-1
CARB11A,288,915,1
NO2,438,915,1
OH,439,915,-1
RN16NO3,225,916,-1
CARB14,357,916,1
NO2,438,916,1
OH,439,916,-1
RN19NO3,243,917,-1
CARB17,347,917,1
NO2,438,917,1
OH,439,917,-1
RN22NO3,143,918,-1
CARB20,253,918,1
NO2,438,918,1
OH,439,918,-1
RN25NO3,144,919,-1
CARB23,254,919,1
NO2,438,919,1
OH,439,919,-1
RN28NO3,145,920,-1
CARB26,255,920,1
NO2,438,920,1
OH,439,920,-1
RN31NO3,146,921,-1
CARB29,256,921,1
NO2,438,921,1
OH,439,921,-1
RN34NO3,147,922,-1
CARB32,257,922,1
NO2,438,922,1
OH,439,922,-1
RN37NO3,148,923,-1
CARB35,234,923,1
NO2,438,923,1
OH,439,923,-1
RI13NO3,205,924,-1
CH3COCH3,371,924,1
HCHO,415,924,1
NO2,438,924,1
OH,439,924,-1
RI16NO3,244,925,-1
CH3COCH3,371,925,1
CH3CHO,433,925,1
NO2,438,925,1
OH,439,925,-1
RC18NO3,159,926,-1
CYHEXONE,275,926,1
NO2,438,926,1
OH,439,926,-1
HOC2H4NO3,101,927,-1
HOCH2CHO,411,927,1
NO2,438,927,1
OH,439,927,-1
RN9NO3,102,928,-1
CARB7,399,928,1
NO2,438,928,1
OH,439,928,-1
RN12NO3,103,929,-1
CARB10,258,929,1
NO2,438,929,1
OH,439,929,-1
RN15NO3,149,930,-1
CARB13,320,930,1
NO2,438,930,1
OH,439,930,-1
RN18NO3,150,931,-1
CARB16,340,931,1
NO2,438,931,1
OH,439,931,-1
RN21NO3,151,932,-1
CARB19,308,932,1
NO2,438,932,1
OH,439,932,-1
RN24NO3,152,933,-1
CARB22,309,933,1
NO2,438,933,1
OH,439,933,-1
RN27NO3,153,934,-1
CARB25,300,934,1
NO2,438,934,1
OH,439,934,-1
RN30NO3,154,935,-1
CARB28,298,935,1
NO2,438,935,1
OH,439,935,-1
RN33NO3,155,936,-1
CARB31,297,936,1
NO2,438,936,1
OH,439,936,-1
RN36NO3,156,937,-1
CARB34,299,937,1
NO2,438,937,1
OH,439,937,-1
RI12NO3,157,938,-1
CH3COCH3,371,938,1
HCHO,415,938,1
NO2,438,938,1
OH,439,938,-1
RI15NO3,158,939,-1
CH3COCH3,371,939,1
CH3CHO,433,939,1
NO2,438,939,1
OH,439,939,-1
RU11NO3,160,940,-1
HCHO,415,940,1
CH3CHO,433,940,1
NO2,438,940,1
OH,439,940,-1
RU14NO3,265,941,-1
UCARB12,412,941,1
NO2,438,941,1
OH,439,941,-1
RA13NO3,206,942,-1
UDCARB8,289,942,1
CARB3,363,942,1
NO2,438,942,1
OH,439,942,-1
RA16NO3,207,943,-1
UDCARB11,338,943,1
CARB3,363,943,1
NO2,438,943,1
OH,439,943,-1
RA19NO3,283,944,-1
UDCARB11,338,944,1
CARB6,379,944,1
NO2,438,944,1
OH,439,944,-1
RA22NO3,245,945,-1
UDCARB14,331,945,1
CARB6,379,945,1
NO2,438,945,1
OH,439,945,-1
RA25NO3,208,946,-1
UDCARB17,284,946,1
CARB6,379,946,1
NO2,438,946,1
OH,439,946,-1
RA28NO3,209,947,-1
UDCARB20,285,947,1
CARB6,379,947,1
NO2,438,947,1
OH,439,947,-1
ETHACET,93,948,1
RE12NO3,210,948,-1
NO2,438,948,1
OH,439,948,-1
RE15NO3,161,949,-1
ECARB13,200,949,1
NO2,438,949,1
OH,439,949,-1
TBUACET,94,950,1
RE18NO3,211,950,-1
NO2,438,950,1
OH,439,950,-1
RTN28NO3,104,951,-1
TNCARB26,317,951,1
NO2,438,951,1
OH,439,951,-1
TNCARB15,70,952,1
RTN25NO3,162,952,-1
CH3COCH3,371,952,1
NO2,438,952,1
OH,439,952,-1
RTX28NO3,163,953,-1
TXCARB24,227,953,1
HCHO,415,953,1
NO2,438,953,1
OH,439,953,-1
RTX24NO3,164,954,-1
TXCARB22,203,954,1
NO2,438,954,1
OH,439,954,-1
CCARB12,138,955,1
RTX22NO3,165,955,-1
CH3COCH3,371,955,1
NO2,438,955,1
OH,439,955,-1
AROH14,84,956,-1
RAROH14,237,956,1
OH,439,956,-1
AROH14,84,957,-1
RAROH14,237,957,1
HNO3,372,957,1
NO3,437,957,-1
RAROH14,237,958,-1
ARNOH14,373,958,1
NO2,438,958,-1
CARB13,320,959,1
ARNOH14,373,959,-1
NO2,438,959,1
OH,439,959,-1
CARB13,320,960,1
HNO3,372,960,1
ARNOH14,373,960,-1
NO3,437,960,-1
NO2,438,960,1
AROH17,85,961,-1
RAROH17,86,961,1
OH,439,961,-1
AROH17,85,962,-1
RAROH17,86,962,1
HNO3,372,962,1
NO3,437,962,-1
RAROH17,86,963,-1
ARNOH17,220,963,1
NO2,438,963,-1
ARNOH17,220,964,-1
CARB16,340,964,1
NO2,438,964,1
OH,439,964,-1
ARNOH17,220,965,-1
CARB16,340,965,1
HNO3,372,965,1
NO3,437,965,-1
NO2,438,965,1
CH3OOH,166,966,-1
HCHO,415,966,1
OH,439,966,1
HO2,441,966,1
C2H5OOH,105,967,-1
CH3CHO,433,967,1
OH,439,967,1
HO2,441,967,1
RN10OOH,106,968,-1
C2H5CHO,425,968,1
OH,439,968,1
HO2,441,968,1
IC3H7OOH,107,969,-1
CH3COCH3,371,969,1
OH,439,969,1
HO2,441,969,1
RN13OOH,246,970,-1
C2H5O2,423,970,1
CH3CHO,433,970,1
OH,439,970,1
RN13OOH,246,971,-1
CARB11A,288,971,1
OH,439,971,1
HO2,441,971,1
RN16OOH,212,972,-1
RN15AO2,436,972,1
OH,439,972,1
RN19OOH,239,973,-1
RN18AO2,408,973,1
OH,439,973,1
RN22OOH,167,974,-1
RN21AO2,396,974,1
OH,439,974,1
RN25OOH,168,975,-1
RN24AO2,391,975,1
OH,439,975,1
RN28OOH,169,976,-1
RN27AO2,386,976,1
OH,439,976,1
RN31OOH,170,977,-1
RN30AO2,353,977,1
OH,439,977,1
RN34OOH,171,978,-1
RN33AO2,354,978,1
OH,439,978,1
RN37OOH,108,979,-1
RN36AO2,346,979,1
OH,439,979,1
RI13OOH,172,980,-1
CH3COCH3,371,980,1
CH3O2,417,980,1
OH,439,980,1
RI16OOH,228,981,-1
CH3COCH3,371,981,1
C2H5O2,423,981,1
OH,439,981,1
CH3CO3H,111,982,-1
CH3O2,417,982,1
OH,439,982,1
C2H5CO3H,112,983,-1
C2H5O2,423,983,1
OH,439,983,1
HOCH2CO3H,182,984,-1
HCHO,415,984,1
OH,439,984,1
HO2,441,984,1
RN8OOH,269,985,-1
HCHO,415,985,1
CH3CO3,432,985,1
OH,439,985,1
RN11OOH,113,986,-1
RN10O2,427,986,1
OH,439,986,1
RN14OOH,252,987,-1
OH,439,987,1
RN13O2,442,987,1
RN17OOH,183,988,-1
RN16O2,435,988,1
OH,439,988,1
RN20OOH,214,989,-1
RN19O2,406,989,1
OH,439,989,1
RN23OOH,184,990,-1
RN22O2,394,990,1
OH,439,990,1
RN26OOH,215,991,-1
RN25O2,390,991,1
OH,439,991,1
RN29OOH,185,992,-1
RN28O2,384,992,1
OH,439,992,1
RN32OOH,216,993,-1
RN31O2,351,993,1
OH,439,993,1
RN35OOH,186,994,-1
RN34O2,349,994,1
OH,439,994,1
RI11OOH,114,995,-1
IC3H7O2,362,995,1
OH,439,995,1
RI14OOH,189,996,-1
CH3COCH3,371,996,1
CH3CO3,432,996,1
OH,439,996,1
RI17OOH,190,997,-1
CH3COCH3,371,997,1
RN8O2,430,997,1
OH,439,997,1
RU11OOH,187,998,-1
HCHO,415,998,1
CH3CHO,433,998,1
OH,439,998,1
HO2,441,998,1
RU12OOH,240,999,-1
CARB6,379,999,1
HOCH2CHO,411,999,1
OH,439,999,1
HO2,441,999,1
RU10OOH,305,1000,-1
HOCH2CHO,411,1000,1
CH3CO3,432,1000,1
OH,439,1000,1
NRU14OOH,118,1001,-1
NUCARB12,326,1001,1
OH,439,1001,1
HO2,441,1001,1
NRU12OOH,195,1002,-1
NOA,282,1002,1
CARB3,363,1002,1
OH,439,1002,1
HO2,441,1002,1
HOC2H4OOH,178,1003,-1
HCHO,415,1003,2
OH,439,1003,1
HO2,441,1003,1
RN9OOH,213,1004,-1
HCHO,415,1004,1
CH3CHO,433,1004,1
OH,439,1004,1
HO2,441,1004,1
RN12OOH,179,1005,-1
CH3CHO,433,1005,2
OH,439,1005,1
HO2,441,1005,1
RN15OOH,248,1006,-1
C2H5CHO,425,1006,1
CH3CHO,433,1006,1
OH,439,1006,1
HO2,441,1006,1
RN18OOH,230,1007,-1
C2H5CHO,425,1007,2
OH,439,1007,1
HO2,441,1007,1
RN21OOH,249,1008,-1
CARB11,388,1008,1
C2H5CHO,425,1008,1
OH,439,1008,1
HO2,441,1008,1
RN24OOH,231,1009,-1
CARB11,388,1009,2
OH,439,1009,1
HO2,441,1009,1
RN27OOH,250,1010,-1
CARB14,357,1010,1
CARB11,388,1010,1
OH,439,1010,1
HO2,441,1010,1
RN30OOH,232,1011,-1
CARB14,357,1011,2
OH,439,1011,1
HO2,441,1011,1
RN33OOH,251,1012,-1
CARB17,347,1012,1
CARB14,357,1012,1
OH,439,1012,1
HO2,441,1012,1
RN36OOH,233,1013,-1
CARB17,347,1013,2
OH,439,1013,1
HO2,441,1013,1
RI12OOH,180,1014,-1
CH3COCH3,371,1014,1
HCHO,415,1014,1
OH,439,1014,1
RI15OOH,181,1015,-1
CH3COCH3,371,1015,1
CH3CHO,433,1015,1
OH,439,1015,1
RC18OOH,110,1016,-1
CYHEXONE,275,1016,1
OH,439,1016,1
HO2,441,1016,1
NRN6OOH,115,1017,-1
HCHO,415,1017,2
NO2,438,1017,1
OH,439,1017,1
NRN9OOH,191,1018,-1
HCHO,415,1018,1
CH3CHO,433,1018,1
NO2,438,1018,1
OH,439,1018,1
NRN12OOH,116,1019,-1
CH3CHO,433,1019,2
NO2,438,1019,1
OH,439,1019,1
NRN15OOH,192,1020,-1
C2H5CHO,425,1020,1
CH3CHO,433,1020,1
NO2,438,1020,1
OH,439,1020,1
NRN18OOH,117,1021,-1
C2H5CHO,425,1021,2
NO2,438,1021,1
OH,439,1021,1
NRI12OOH,193,1022,-1
CH3COCH3,371,1022,1
HCHO,415,1022,1
NO2,438,1022,1
OH,439,1022,1
NRI15OOH,194,1023,-1
CH3COCH3,371,1023,1
CH3CHO,433,1023,1
NO2,438,1023,1
OH,439,1023,1
RA13OOH,173,1024,-1
UDCARB8,289,1024,1
CARB3,363,1024,1
OH,439,1024,1
HO2,441,1024,1
RA16OOH,174,1025,-1
UDCARB11,338,1025,1
CARB3,363,1025,1
OH,439,1025,1
HO2,441,1025,1
RA19OOH,247,1026,-1
UDCARB11,338,1026,1
CARB6,379,1026,1
OH,439,1026,1
HO2,441,1026,1
RA22OOH,229,1027,-1
UDCARB14,331,1027,1
CARB6,379,1027,1
OH,439,1027,1
HO2,441,1027,1
RA25OOH,175,1028,-1
UDCARB17,284,1028,1
CARB6,379,1028,1
OH,439,1028,1
HO2,441,1028,1
RA28OOH,176,1029,-1
UDCARB20,285,1029,1
CARB6,379,1029,1
OH,439,1029,1
HO2,441,1029,1
RUA20OOH,177,1030,-1
BENZAL,337,1030,1
HCHO,415,1030,1
OH,439,1030,1
HO2,441,1030,1
RA16BOOH,109,1031,-1
RAROH14,237,1031,1
OH,439,1031,1
RTN28OOH,120,1032,-1
TNCARB26,317,1032,1
OH,439,1032,1
HO2,441,1032,1
NRTN28OOH,121,1033,-1
TNCARB26,317,1033,1
NO2,438,1033,1
OH,439,1033,1
RTN26OOH,122,1034,-1
RTN25O2,416,1034,1
OH,439,1034,1
RTN25OOH,123,1035,-1
RTN24O2,302,1035,1
OH,439,1035,1
RTN24OOH,124,1036,-1
RTN23O2,324,1036,1
OH,439,1036,1
RTN23OOH,196,1037,-1
CH3COCH3,371,1037,1
RTN14O2,375,1037,1
OH,439,1037,1
RTN14OOH,217,1038,-1
TNCARB10,304,1038,1
HCHO,415,1038,1
OH,439,1038,1
HO2,441,1038,1
RTN10OOH,197,1039,-1
CO,376,1039,1
RN8O2,430,1039,1
OH,439,1039,1
RTX28OOH,218,1040,-1
TXCARB24,227,1040,1
HCHO,415,1040,1
OH,439,1040,1
HO2,441,1040,1
RTX24OOH,125,1041,-1
TXCARB22,203,1041,1
OH,439,1041,1
HO2,441,1041,1
RTX22OOH,198,1042,-1
CH3COCH3,371,1042,1
OH,439,1042,1
RN13O2,442,1042,1
NRTX28OOH,219,1043,-1
TXCARB24,227,1043,1
HCHO,415,1043,1
NO2,438,1043,1
OH,439,1043,1
CH3OOH,166,1044,-1
CH3O2,417,1044,1
OH,439,1044,-1
CH3OOH,166,1045,-1
HCHO,415,1045,1
C2H5OOH,105,1046,-1
CH3CHO,433,1046,1
RN10OOH,106,1047,-1
C2H5CHO,425,1047,1
IC3H7OOH,107,1048,-1
CH3COCH3,371,1048,1
RN13OOH,246,1049,-1
CARB11A,288,1049,1
RN16OOH,212,1050,-1
CARB14,357,1050,1
RN19OOH,239,1051,-1
CARB17,347,1051,1
RN22OOH,167,1052,-1
CARB20,253,1052,1
RN25OOH,168,1053,-1
CARB23,254,1053,1
RN28OOH,169,1054,-1
CARB26,255,1054,1
RN31OOH,170,1055,-1
CARB29,256,1055,1
RN34OOH,171,1056,-1
CARB32,257,1056,1
RN37OOH,108,1057,-1
CARB35,234,1057,1
RI13OOH,172,1058,-1
CH3COCH3,371,1058,1
HCHO,415,1058,1
RI16OOH,228,1059,-1
CH3COCH3,371,1059,1
CH3CHO,433,1059,1
CH3CO3H,111,1060,-1
CH3CO3,432,1060,1
OH,439,1060,-1
C2H5CO3H,112,1061,-1
C2H5CO3,402,1061,1
OH,439,1061,-1
HOCH2CO3H,182,1062,-1
HOCH2CO3,377,1062,1
OH,439,1062,-1
RN8OOH,269,1063,-1
CARB6,379,1063,1
RN11OOH,113,1064,-1
CARB9,276,1064,1
CARB12,96,1065,1
RN14OOH,252,1065,-1
CARB15,78,1066,1
RN17OOH,183,1066,-1
CARB18,97,1067,1
RN20OOH,214,1067,-1
CARB21,79,1068,1
RN23OOH,184,1068,-1
CARB24,98,1069,1
RN26OOH,215,1069,-1
CARB27,80,1070,1
RN29OOH,185,1070,-1
CARB30,99,1071,1
RN32OOH,216,1071,-1
CARB33,81,1072,1
RN35OOH,186,1072,-1
RI11OOH,114,1073,-1
RI11O2,294,1073,1
OH,439,1073,-1
RI14OOH,189,1074,-1
RI14O2,365,1074,1
OH,439,1074,-1
RI17OOH,190,1075,-1
RI17O2,287,1075,1
OH,439,1075,-1
RU11OOH,187,1076,-1
HCHO,415,1076,1
CH3CHO,433,1076,1
RU14OOH,188,1077,-1
UCARB12,412,1077,1
RU12OOH,240,1078,-1
RU10OOH,305,1078,1
CO,376,1078,1
OH,439,1078,-1
HO2,441,1078,1
RU10OOH,305,1079,-1
CO,376,1079,1
CARB7,399,1079,1
NRU14OOH,118,1080,-1
NUCARB12,326,1080,1
NRU12OOH,195,1081,-1
NOA,282,1081,1
CARB3,363,1081,1
HOC2H4OOH,178,1082,-1
HOCH2CHO,411,1082,1
RN9OOH,213,1083,-1
CARB7,399,1083,1
RN12OOH,179,1084,-1
CARB10,258,1084,1
RN15OOH,248,1085,-1
CARB13,320,1085,1
RN18OOH,230,1086,-1
CARB16,340,1086,1
RN21OOH,249,1087,-1
CARB19,308,1087,1
RN24OOH,231,1088,-1
CARB22,309,1088,1
RN27OOH,250,1089,-1
CARB25,300,1089,1
RN30OOH,232,1090,-1
CARB28,298,1090,1
RN33OOH,251,1091,-1
CARB31,297,1091,1
RN36OOH,233,1092,-1
CARB34,299,1092,1
RI12OOH,180,1093,-1
RI12O2,328,1093,1
OH,439,1093,-1
RI15OOH,181,1094,-1
RI15O2,321,1094,1
OH,439,1094,-1
RC18OOH,110,1095,-1
CYHEXONE,275,1095,1
NRN6OOH,115,1096,-1
HCHO,415,1096,2
NO2,438,1096,1
NRN9OOH,191,1097,-1
HCHO,415,1097,1
CH3CHO,433,1097,1
NO2,438,1097,1
NRN12OOH,116,1098,-1
CH3CHO,433,1098,2
NO2,438,1098,1
NRN15OOH,192,1099,-1
C2H5CHO,425,1099,1
CH3CHO,433,1099,1
NO2,438,1099,1
NRN18OOH,117,1100,-1
C2H5CHO,425,1100,2
NO2,438,1100,1
NRI12OOH,193,1101,-1
CH3COCH3,371,1101,1
HCHO,415,1101,1
NO2,438,1101,1
NRI15OOH,194,1102,-1
CH3COCH3,371,1102,1
CH3CHO,433,1102,1
NO2,438,1102,1
RA13OOH,173,1103,-1
UDCARB8,289,1103,1
CARB3,363,1103,1
RA16OOH,174,1104,-1
UDCARB11,338,1104,1
CARB3,363,1104,1
RA19OOH,247,1105,-1
UDCARB11,338,1105,1
CARB6,379,1105,1
RA22OOH,229,1106,-1
UDCARB14,331,1106,1
CARB6,379,1106,1
RA25OOH,175,1107,-1
UDCARB17,284,1107,1
CARB6,379,1107,1
RA28OOH,176,1108,-1
UDCARB20,285,1108,1
CARB6,379,1108,1
RUA20OOH,177,1109,-1
BENZAL,337,1109,1
HCHO,415,1109,1
RA16BOOH,109,1110,-1
RA16BO2,306,1110,1
OH,439,1110,-1
NRUA20OOH,119,1111,-1
BENZAL,337,1111,1
HCHO,415,1111,1
NO2,438,1111,1
RTN28OOH,120,1112,-1
TNCARB26,317,1112,1
RTN26OOH,122,1113,-1
RTN26O2,431,1113,1
OH,439,1113,-1
NRTN28OOH,121,1114,-1
TNCARB26,317,1114,1
NO2,438,1114,1
RTN25OOH,123,1115,-1
RTN25O2,416,1115,1
OH,439,1115,-1
RTN24OOH,124,1116,-1
RTN24O2,302,1116,1
OH,439,1116,-1
RTN23OOH,196,1117,-1
RTN23O2,324,1117,1
OH,439,1117,-1
RTN14OOH,217,1118,-1
RTN14O2,375,1118,1
OH,439,1118,-1
RTN10OOH,197,1119,-1
RTN10O2,325,1119,1
OH,439,1119,-1
RTX28OOH,218,1120,-1
RTX28O2,368,1120,1
OH,439,1120,-1
RTX24OOH,125,1121,-1
TXCARB22,203,1121,1
CCARB12,138,1122,1
RTX22OOH,198,1122,-1
CH3COCH3,371,1122,1
NRTX28OOH,219,1123,-1
NRTX28O2,319,1123,1
OH,439,1123,-1
PAN,221,1124,1
CH3CO3,432,1124,-1
NO2,438,1124,-1
PAN,221,1125,-1
CH3CO3,432,1125,1
NO2,438,1125,1
PPN,222,1126,1
C2H5CO3,402,1126,-1
NO2,438,1126,-1
PPN,222,1127,-1
C2H5CO3,402,1127,1
NO2,438,1127,1
PHAN,223,1128,1
HOCH2CO3,377,1128,-1
NO2,438,1128,-1
PHAN,223,1129,-1
HOCH2CO3,377,1129,1
NO2,438,1129,1
PAN,221,1130,-1
CO,376,1130,1
HCHO,415,1130,1
NO2,438,1130,1
OH,439,1130,-1
PPN,222,1131,-1
CO,376,1131,1
CH3CHO,433,1131,1
NO2,438,1131,1
OH,439,1131,-1
PHAN,223,1132,-1
CO,376,1132,1
HCHO,415,1132,1
NO2,438,1132,1
OH,439,1132,-1
MPAN,286,1133,-1
MACO3,414,1133,1
NO2,438,1133,1
MPAN,286,1134,-1
CO,376,1134,1
CARB7,399,1134,1
NO2,438,1134,1
OH,439,1134,-1
RTN26PAN,224,1135,1
RTN26O2,431,1135,-1
NO2,438,1135,-1
RTN26PAN,224,1136,-1
RTN26O2,431,1136,1
NO2,438,1136,1
RTN26PAN,224,1137,-1
CARB16,340,1137,1
CH3COCH3,371,1137,1
NO2,438,1137,1
OH,439,1137,-1
H2O2,204,1138,1
C5H8,367,1138,-1
UCARB10,404,1138,1
HCHO,415,1138,1
