! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Representation of the mechanism as a bipartite species-reaction graph in CSV format
! 
! Generated by KPP-3.4.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
!        P.O. Sturm,  Univ. of Southern California, Los Angeles, CA, USA
! 
! File                 : cri_EdgeList.csv
! Equation file        : cri.kpp
! Output root filename : cri
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



species_index,reaction_index,source,target,directed_stoichiometric_value
316,97,APINENE,R97,-1
437,97,NO3,R97,-1
316,98,APINENE,R98,-1
371,98,R98,CH3COCH3,1
408,98,R98,RN18AO2,1
434,98,O3,R98,-1
439,98,R98,OH,1
204,99,R99,H2O2,1
316,99,APINENE,R99,-1
317,99,R99,TNCARB26,1
434,99,O3,R99,-1
75,100,R100,RCOOH25,1
316,100,APINENE,R100,-1
434,100,O3,R100,-1
303,101,BPINENE,R101,-1
368,101,R101,RTX28O2,1
439,101,OH,R101,-1
303,102,BPINENE,R102,-1
319,102,R102,NRTX28O2,1
437,102,NO3,R102,-1
303,103,BPINENE,R103,-1
420,103,R103,RTX24O2,1
434,103,O3,R103,-1
439,103,R103,OH,1
204,104,R104,H2O2,1
227,104,R104,TXCARB24,1
303,104,BPINENE,R104,-1
415,104,R104,HCHO,1
434,104,O3,R104,-1
203,105,R105,TXCARB22,1
303,105,BPINENE,R105,-1
415,105,R105,HCHO,1
434,105,O3,R105,-1
227,106,R106,TXCARB24,1
303,106,BPINENE,R106,-1
376,106,R106,CO,1
434,106,O3,R106,-1
73,107,C2H2,R107,-1
277,107,R107,HCOOH,1
376,107,R107,CO,1
439,107,OH,R107,-1
441,107,R107,HO2,1
73,108,C2H2,R108,-1
363,108,R108,CARB3,1
439,108,OH,R108,-1
439,108,R108,OH,1
55,109,BENZENE,R109,-1
312,109,R109,RA13O2,1
439,109,OH,R109,-1
55,110,BENZENE,R110,-1
84,110,R110,AROH14,1
439,110,OH,R110,-1
441,110,R110,HO2,1
56,111,TOLUENE,R111,-1
360,111,R111,RA16O2,1
439,111,OH,R111,-1
56,112,TOLUENE,R112,-1
85,112,R112,AROH17,1
439,112,OH,R112,-1
441,112,R112,HO2,1
43,113,OXYL,R113,-1
330,113,R113,RA19AO2,1
439,113,OH,R113,-1
43,114,OXYL,R114,-1
410,114,R114,RA19CO2,1
439,114,OH,R114,-1
44,115,MXYL,R115,-1
330,115,R115,RA19AO2,1
439,115,OH,R115,-1
44,116,MXYL,R116,-1
378,116,R116,RA19BO2,1
439,116,OH,R116,-1
45,117,PXYL,R117,-1
330,117,R117,RA19AO2,1
439,117,OH,R117,-1
45,118,PXYL,R118,-1
378,118,R118,RA19BO2,1
439,118,OH,R118,-1
46,119,EBENZ,R119,-1
