original r_id,# species_index (starts from 1),reaction_index (starts from 1),from,to, directed stoichiometric value
ROCARO44,183,355,R355,FURANONE,0.3659
ROCARO44,129,355,R355,DCB1,0.5488
ROCARO44,168,355,R355,DELTA_C,-0.0007
ROCARO54,148,356,XYLP,R356,-1.0
ROCARO54,124,356,NO3,R356,-1.0
ROCARO54,58,356,R356,NO2,1.0
ROCARO54,190,356,R356,HO2,0.9518
ROCARO54,52,356,R356,BALD,0.0482
ROCARO54,186,356,R356,GLY,0.7043
ROCARO54,108,356,R356,MGLY,0.2475
ROCARO54,183,356,R356,FURANONE,0.3522
ROCARO54,110,356,R356,DCB2,0.5996
ROCARO54,168,356,R356,DELTA_C,0.5051
ROCARO64,67,357,EBZP,R357,-1.0
ROCARO64,124,357,NO3,R357,-1.0
ROCARO64,58,357,R357,NO2,1.0
ROCARO64,190,357,R357,HO2,0.9146
ROCARO64,52,357,R357,BALD,0.0854
ROCARO64,186,357,R357,GLY,0.5488
ROCARO64,108,357,R357,MGLY,0.3659
ROCARO64,183,357,R357,FURANONE,0.4573
ROCARO64,110,357,R357,DCB2,0.4573
ROCARO64,168,357,R357,DELTA_C,0.6339
R338,11,358,ISOP,R358,-1.0
R338,124,358,NO3,R358,-1.0
R338,190,358,R358,HO2,1.0
R338,58,358,R358,NO2,1.0
R338,92,358,R358,HCHO,0.75
R338,140,358,R358,MACR,0.318
R338,115,358,R358,MVK,0.5
R338,186,358,R358,GLY,0.024
R338,59,358,R358,HKET,0.033
R338,193,358,R358,ALD,0.031
R338,168,358,R358,DELTA_C,0.738
R339,19,359,APIP1,R359,-1.0
R339,124,359,NO3,R359,-1.0
R339,58,359,R359,NO2,1.0
R339,190,359,R359,HO2,1.0
R339,156,359,R359,PINAL,0.2535
R339,193,359,R359,ALD,0.371
R339,5,359,R359,ACT,0.1165
R339,174,359,R359,LIMAL,0.1725
R339,92,359,R359,HCHO,0.403
R339,79,359,R359,OPB,0.091
R339,191,359,R359,KET,0.112
R339,168,359,R359,DELTA_C,2.4045
R340,35,360,LIMP1,R360,-1.0
R340,124,360,NO3,R360,-1.0
R340,190,360,R360,HO2,1.0
R340,58,360,R360,NO2,1.0
R340,174,360,R360,LIMAL,1.0
R340,92,360,R360,HCHO,0.56
R340,168,360,R360,DELTA_C,-0.56
TRP53,114,361,APINP1,R361,-1.0
TRP53,124,361,NO3,R361,-1.0
TRP53,58,361,R361,NO2,1.825
TRP53,156,361,R361,PINAL,0.65
TRP53,179,361,R361,VTRPN,0.175
TRP53,193,361,R361,ALD,0.168
TRP53,191,361,R361,KET,0.007
TRP53,92,361,R361,HCHO,0.007
TRP53,190,361,R361,HO2,0.175
TRP53,168,361,R361,DELTA_C,1.204
TRP54,194,362,LIMNP1,R362,-1.0
TRP54,124,362,NO3,R362,-1.0
TRP54,58,362,R362,NO2,1.46
TRP54,174,362,R362,LIMAL,0.46
TRP54,179,362,R362,VTRPN,0.54
TRP54,190,362,R362,HO2,0.54
R341,31,363,ACO3,R363,-1.0
R341,124,363,NO3,R363,-1.0
R341,27,363,R363,MO2,1.0
R341,58,363,R363,NO2,1.0
R341,210,363,R363,CO2,1.0
R342,176,364,RCO3,R364,-1.0
R342,124,364,NO3,R364,-1.0
R342,33,364,R364,ETHP,1.0
R342,58,364,R364,NO2,1.0
R342,168,364,R364,DELTA_C,1.0
R343,211,365,ACTP,R365,-1.0
R343,124,365,NO3,R365,-1.0
R343,31,365,R365,ACO3,1.0
R343,58,365,R365,NO2,1.0
R343,92,365,R365,HCHO,1.0
R344,205,366,MEKP,R366,-1.0
R344,124,366,NO3,R366,-1.0
R344,190,366,R366,HO2,0.67
R344,58,366,R366,NO2,1.0
R344,92,366,R366,HCHO,0.33
R344,129,366,R366,DCB1,0.67
R344,168,366,R366,DELTA_C,0.32
R345,150,367,KETP,R367,-1.0
R345,124,367,NO3,R367,-1.0
R345,190,367,R367,HO2,1.0
R345,58,367,R367,NO2,1.0
R345,129,367,R367,DCB1,1.0
R346,84,368,MACP,R368,-1.0
R346,124,368,NO3,R368,-1.0
R346,92,368,R368,HCHO,1.0
R346,31,368,R368,ACO3,0.538
R346,99,368,R368,CO,1.0
R346,58,368,R368,NO2,1.0
R346,168,368,R368,DELTA_C,0.924
R347,173,369,MCP,R369,-1.0
R347,124,369,NO3,R369,-1.0
R347,58,369,R369,NO2,1.0
R347,190,369,R369,HO2,1.0
R347,92,369,R369,HCHO,1.0
R347,59,369,R369,HKET,1.0
R348,69,370,MVKP,R370,-1.0
R348,124,370,NO3,R370,-1.0
R348,190,370,R370,HO2,0.3
R348,31,370,R370,ACO3,0.7
R348,112,370,R370,XO2,0.7
R348,58,370,R370,NO2,1.0
R348,92,370,R370,HCHO,0.3
R348,193,370,R370,ALD,0.7
R348,108,370,R370,MGLY,0.3
R348,168,370,R370,DELTA_C,-0.7
R349,76,371,UALP,R371,-1.0
R349,124,371,NO3,R371,-1.0
R349,190,371,R371,HO2,1.0
R349,58,371,R371,NO2,1.0
R349,99,371,R371,CO,0.61
R349,92,371,R371,HCHO,0.03
R349,193,371,R371,ALD,0.27
R349,191,371,R371,KET,0.7
R349,186,371,R371,GLY,0.18
R349,108,371,R371,MGLY,0.21
R349,168,371,R371,DELTA_C,-0.94
R350,93,372,BALP,R372,-1.0
R350,124,372,NO3,R372,-1.0
R350,91,372,R372,BAL1,1.0
R350,58,372,R372,NO2,1.0
R350,210,372,R372,CO2,1.0
R351,91,373,BAL1,R373,-1.0
R351,124,373,NO3,R373,-1.0
R351,131,373,R373,BAL2,1.0
R351,58,373,R373,NO2,1.0
R352,203,374,ADDC,R374,-1.0
R352,124,374,NO3,R374,-1.0
R352,190,374,R374,HO2,1.0
R352,58,374,R374,NO2,1.0
R352,59,374,R374,HKET,0.32
R352,186,374,R374,GLY,0.68
R352,126,374,R374,OP2,0.68
R352,168,374,R374,DELTA_C,3.32
R353,182,375,MCTP,R375,-1.0
R353,124,375,NO3,R375,-1.0
R353,58,375,R375,NO2,1.0
R353,220,375,R375,MCTO,1.0
R354,21,376,ORAP,R376,-1.0
R354,124,376,NO3,R376,-1.0
R354,58,376,R376,NO2,1.0
R354,186,376,R376,GLY,1.0
R354,190,376,R376,HO2,1.0
R355,82,377,OLNN,R377,-1.0
R355,124,377,NO3,R377,-1.0
R355,190,377,R377,HO2,1.0
R355,58,377,R377,NO2,1.0
R355,206,377,R377,ONIT,1.0
R355,168,377,R377,DELTA_C,-1.0
R356,127,378,OLND,R378,-1.0
R356,124,378,NO3,R378,-1.0
R356,58,378,R378,NO2,2.0
R356,92,378,R378,HCHO,0.287
R356,193,378,R378,ALD,1.24
R356,191,378,R378,KET,0.464
R356,168,378,R378,DELTA_C,-3.327
R357,107,379,ADCN,R379,-1.0
R357,124,379,NO3,R379,-1.0
R357,58,379,R379,NO2,2.0
R357,186,379,R379,GLY,1.0
R357,126,379,R379,OP2,1.0
R357,168,379,R379,DELTA_C,2.0
R358,82,380,OLNN,R380,-1.0
R358,82,380,OLNN,R380,-1.0
R358,190,380,R380,HO2,1.0
R358,206,380,R380,ONIT,2.0
R358,168,380,R380,DELTA_C,-2.0
R359,82,381,OLNN,R381,-1.0
R359,127,381,OLND,R381,-1.0
R359,190,381,R381,HO2,0.5
R359,58,381,R381,NO2,0.5
R359,92,381,R381,HCHO,0.202
R359,193,381,R381,ALD,0.64
R359,191,381,R381,KET,0.149
R359,206,381,R381,ONIT,1.5
R359,168,381,R381,DELTA_C,-2.867
R360,127,382,OLND,R382,-1.0
R360,127,382,OLND,R382,-1.0
R360,58,382,R382,NO2,1.0
R360,92,382,R382,HCHO,0.504
R360,193,382,R382,ALD,1.21
R360,191,382,R382,KET,0.285
R360,206,382,R382,ONIT,1.0
R360,168,382,R382,DELTA_C,-3.559
R361,112,383,XO2,R383,-1.0
R361,124,383,NO3,R383,-1.0
R361,58,383,R383,NO2,1.0
R362,112,384,XO2,R384,-1.0
R362,176,384,RCO3,R384,-1.0
R362,33,384,R384,ETHP,1.0
R362,210,384,R384,CO2,1.0
R363,112,385,XO2,R385,-1.0
R363,112,385,XO2,R385,-1.0
R363,1,385,R385,,1.0
TRP41,163,386,APIP2,R386,-1.0
TRP41,19,386,APIP1,R386,-1.0
TRP41,137,386,R386,VHOM,0.96
TRP41,142,386,R386,ROH,0.48
TRP41,156,386,R386,PINAL,0.48
TRP41,185,386,R386,HO,0.48
TRP41,190,386,R386,HO2,0.48
TRP41,90,386,R386,VELHOM,0.04
TRP41,168,386,R386,DELTA_C,3.36
TRP42,163,387,APIP2,R387,-1.0
TRP42,35,387,LIMP1,R387,-1.0
TRP42,137,387,R387,VHOM,0.96
TRP42,142,387,R387,ROH,0.48
TRP42,174,387,R387,LIMAL,0.48
TRP42,185,387,R387,HO,0.48
TRP42,190,387,R387,HO2,0.48
TRP42,90,387,R387,VELHOM,0.04
TRP42,168,387,R387,DELTA_C,3.36
TRP43,163,388,APIP2,R388,-1.0
TRP43,11,388,ISOP,R388,-1.0
TRP43,137,388,R388,VHOM,0.96
TRP43,142,388,R388,ROH,0.48
TRP43,92,388,R388,HCHO,0.48
TRP43,115,388,R388,MVK,0.48
TRP43,185,388,R388,HO,0.48
TRP43,190,388,R388,HO2,0.48
TRP43,90,388,R388,VELHOM,0.04
TRP43,168,388,R388,DELTA_C,0.76
TRP44,105,389,LIMP2,R389,-1.0
TRP44,19,389,APIP1,R389,-1.0
TRP44,137,389,R389,VHOM,0.96
TRP44,142,389,R389,ROH,0.48
TRP44,156,389,R389,PINAL,0.48
TRP44,185,389,R389,HO,0.48
TRP44,190,389,R389,HO2,0.48
TRP44,90,389,R389,VELHOM,0.04
TRP44,168,389,R389,DELTA_C,3.36
TRP45,105,390,LIMP2,R390,-1.0
TRP45,35,390,LIMP1,R390,-1.0
TRP45,137,390,R390,VHOM,0.96
TRP45,142,390,R390,ROH,0.48
TRP45,174,390,R390,LIMAL,0.48
TRP45,185,390,R390,HO,0.48
TRP45,190,390,R390,HO2,0.48
TRP45,90,390,R390,VELHOM,0.04
TRP45,168,390,R390,DELTA_C,3.36
TRP46,105,391,LIMP2,R391,-1.0
TRP46,11,391,ISOP,R391,-1.0
TRP46,137,391,R391,VHOM,0.96
TRP46,142,391,R391,ROH,0.48
TRP46,92,391,R391,HCHO,0.48
TRP46,115,391,R391,MVK,0.48
TRP46,185,391,R391,HO,0.48
TRP46,190,391,R391,HO2,0.48
TRP46,90,391,R391,VELHOM,0.04
TRP46,168,391,R391,DELTA_C,0.76
TRP47,181,392,APINP2,R392,-1.0
TRP47,19,392,APIP1,R392,-1.0
TRP47,137,392,R392,VHOM,0.96
TRP47,142,392,R392,ROH,0.48
TRP47,156,392,R392,PINAL,0.48
TRP47,58,392,R392,NO2,0.48
TRP47,190,392,R392,HO2,0.48
TRP47,90,392,R392,VELHOM,0.04
TRP47,17,392,R392,DELTA_N,0.52
TRP47,168,392,R392,DELTA_C,3.36
TRP48,181,393,APINP2,R393,-1.0
TRP48,35,393,LIMP1,R393,-1.0
TRP48,137,393,R393,VHOM,0.96
TRP48,142,393,R393,ROH,0.48
TRP48,174,393,R393,LIMAL,0.48
TRP48,58,393,R393,NO2,0.48
TRP48,190,393,R393,HO2,0.48
TRP48,90,393,R393,VELHOM,0.04
TRP48,17,393,R393,DELTA_N,0.52
TRP48,168,393,R393,DELTA_C,3.36
TRP49,181,394,APINP2,R394,-1.0
TRP49,11,394,ISOP,R394,-1.0
TRP49,137,394,R394,VHOM,0.96
TRP49,142,394,R394,ROH,0.48
TRP49,92,394,R394,HCHO,0.48
TRP49,115,394,R394,MVK,0.48
TRP49,58,394,R394,NO2,0.48
TRP49,190,394,R394,HO2,0.48
TRP49,90,394,R394,VELHOM,0.04
TRP49,17,394,R394,DELTA_N,0.52
TRP49,168,394,R394,DELTA_C,0.76
TRP50,56,395,LIMNP2,R395,-1.0
TRP50,19,395,APIP1,R395,-1.0
TRP50,137,395,R395,VHOM,0.96
TRP50,142,395,R395,ROH,0.48
TRP50,156,395,R395,PINAL,0.48
TRP50,58,395,R395,NO2,0.48
TRP50,190,395,R395,HO2,0.48
TRP50,90,395,R395,VELHOM,0.04
TRP50,17,395,R395,DELTA_N,0.52
TRP50,168,395,R395,DELTA_C,3.36
TRP51,56,396,LIMNP2,R396,-1.0
TRP51,35,396,LIMP1,R396,-1.0
TRP51,137,396,R396,VHOM,0.96
TRP51,142,396,R396,ROH,0.48
TRP51,174,396,R396,LIMAL,0.48
TRP51,58,396,R396,NO2,0.48
TRP51,190,396,R396,HO2,0.48
TRP51,90,396,R396,VELHOM,0.04
TRP51,17,396,R396,DELTA_N,0.52
TRP51,168,396,R396,DELTA_C,3.36
TRP52,56,397,LIMNP2,R397,-1.0
TRP52,11,397,ISOP,R397,-1.0
TRP52,137,397,R397,VHOM,0.96
TRP52,142,397,R397,ROH,0.48
TRP52,92,397,R397,HCHO,0.48
TRP52,115,397,R397,MVK,0.48
TRP52,58,397,R397,NO2,0.48
TRP52,190,397,R397,HO2,0.48
TRP52,90,397,R397,VELHOM,0.04
TRP52,17,397,R397,DELTA_N,0.52
TRP52,168,397,R397,DELTA_C,0.76
RAM17,192,398,IEPOX,R398,-1.0
RAM17,185,398,HO,R398,-1.0
RAM17,185,398,R398,HO,1.0
RAM17,168,398,R398,DELTA_C,5.0
R001c,221,399,VROCIOXY,R399,-1.0
R001c,185,399,HO,R399,-1.0
R001c,33,399,R399,ETHP,0.852
R001c,53,399,R399,ASOATJ,0.149
R001c,54,399,R399,DELTA_SI,5.0
R001c,168,399,R399,DELTA_C,7.2529
R002c,2,400,SLOWROC,R400,-1.0
R002c,185,400,HO,R400,-1.0
R002c,33,400,R400,ETHP,1.0
R002c,53,400,R400,ASOATJ,0.00101
R002c,17,400,R400,DELTA_N,1.0
R002c,168,400,R400,DELTA_C,-1.007
T17,32,401,ACRO,R401,-1.0
T17,185,401,HO,R401,-1.0
T17,84,401,R401,MACP,0.57
T17,173,401,R401,MCP,0.43
T17,168,401,R401,DELTA_C,-1.0
T18,32,402,ACRO,R402,-1.0
T18,212,402,O3,R402,-1.0
T18,99,402,R402,CO,0.84
T18,190,402,R402,HO2,0.56
T18,185,402,R402,HO,0.28
T18,92,402,R402,HCHO,0.72
T18,186,402,R402,GLY,0.62
T18,210,402,R402,CO2,0.2
T19,32,403,ACRO,R403,-1.0
T19,124,403,NO3,R403,-1.0
T19,92,403,R403,HCHO,0.68
T19,84,403,R403,MACP,0.32
T19,112,403,R403,XO2,0.68
T19,108,403,R403,MGLY,0.68
T19,167,403,R403,HNO3,0.32
T19,58,403,R403,NO2,0.68
T19,168,403,R403,DELTA_C,-1.0
T20,32,404,ACRO,R404,-1.0
T20,99,404,R404,CO,1.0
T20,190,404,R404,HO2,0.477
T20,13,404,R404,ETE,0.25
T20,31,404,R404,ACO3,0.354
T20,185,404,R404,HO,0.204
T20,92,404,R404,HCHO,0.15
T20,27,404,R404,MO2,0.027
T20,168,404,R404,DELTA_C,0.615
T10,77,405,BDE13,R405,-1.0
T10,185,405,HO,R405,-1.0
T10,135,405,R405,BDE13P,0.667
T10,209,405,R405,UALD,0.333
T10,190,405,R405,HO2,0.333
T10,168,405,R405,DELTA_C,-0.333
T10a,135,406,BDE13P,R406,-1.0
T10a,207,406,NO,R406,-1.0
T10a,190,406,R406,HO2,0.968
T10a,58,406,R406,NO2,0.968
T10a,32,406,R406,ACRO,0.895
T10a,92,406,R406,HCHO,0.895
T10a,60,406,R406,FURAN,0.072
T10a,206,406,R406,ONIT,0.032
T10a,168,406,R406,DELTA_C,-0.068
T10b,135,407,BDE13P,R407,-1.0
T10b,124,407,NO3,R407,-1.0
T10b,190,407,R407,HO2,1.0
T10b,58,407,R407,NO2,1.0
T10b,32,407,R407,ACRO,0.925
T10b,92,407,R407,HCHO,0.925
T10b,60,407,R407,FURAN,0.075
T10b,168,407,R407,DELTA_C,-0.075
T10c,135,408,BDE13P,R408,-1.0
T10c,190,408,HO2,R408,-1.0
T10c,126,408,R408,OP2,1.0
T10c,168,408,R408,DELTA_C,2.0
T10d,135,409,BDE13P,R409,-1.0
T10d,27,409,MO2,R409,-1.0
T10d,227,409,R409,MOH,0.32
T10d,92,409,R409,HCHO,1.143
T10d,190,409,R409,HO2,0.87
T10d,32,409,R409,ACRO,0.463
T10d,14,409,R409,OLT,0.25
T10d,115,409,R409,MVK,0.231
T10d,60,409,R409,FURAN,0.037
T10d,209,409,R409,UALD,0.019
T10d,168,409,R409,DELTA_C,0.194
T10e,135,410,BDE13P,R410,-1.0
T10e,31,410,ACO3,R410,-1.0
T10e,27,410,R410,MO2,0.7
T10e,180,410,R410,ORA2,0.3
T10e,190,410,R410,HO2,0.8
T10e,32,410,R410,ACRO,0.74
T10e,92,410,R410,HCHO,0.74
T10e,115,410,R410,MVK,0.185
T10e,60,410,R410,FURAN,0.06
T10e,209,410,R410,UALD,0.015
T10e,210,410,R410,CO2,0.7
T10e,168,410,R410,DELTA_C,-0.075
T11,77,411,BDE13,R411,-1.0
T11,212,411,O3,R411,-1.0
T11,32,411,R411,ACRO,0.62
T11,99,411,R411,CO,0.63
T11,190,411,R411,HO2,0.42
T11,185,411,R411,HO,0.08
T11,92,411,R411,HCHO,0.83
T11,13,411,R411,ETE,0.17
T11,168,411,R411,DELTA_C,0.34
T12,77,412,BDE13,R412,-1.0
T12,124,412,NO3,R412,-1.0
T12,82,412,R412,OLNN,0.9
T12,127,412,R412,OLND,0.1
T12,32,412,R412,ACRO,0.9
T12,168,412,R412,DELTA_C,-1.7
R003c,60,413,FURAN,R413,-1.0
R003c,185,413,HO,R413,-1.0
R003c,129,413,R413,DCB1,0.49
R003c,190,413,R413,HO2,0.49
R003c,170,413,R413,FURANO2,0.51
R004c,170,414,FURANO2,R414,-1.0
R004c,207,414,NO,R414,-1.0
R004c,206,414,R414,ONIT,0.08
R004c,58,414,R414,NO2,0.92
R004c,183,414,R414,FURANONE,0.92
R004c,190,414,R414,HO2,0.75
R004c,27,414,R414,MO2,0.17
R004c,168,414,R414,DELTA_C,0.83
R005c,170,415,FURANO2,R415,-1.0
R005c,190,415,HO2,R415,-1.0
R005c,126,415,R415,OP2,0.6
R005c,183,415,R415,FURANONE,0.4
R005c,185,415,R415,HO,0.4
R005c,190,415,R415,HO2,0.32
R005c,27,415,R415,MO2,0.08
R005c,168,415,R415,DELTA_C,2.12
R006c,183,416,FURANONE,R416,-1.0
R006c,185,416,HO,R416,-1.0
R006c,191,416,R416,KET,0.65
R006c,186,416,R416,GLY,0.31
R006c,190,416,R416,HO2,0.66
R006c,27,416,R416,MO2,0.34
R006c,99,416,R416,CO,0.43
R006c,53,416,R416,ASOATJ,0.04
R006c,168,416,R416,DELTA_C,-0.92
R007c,60,417,FURAN,R417,-1.0
R007c,212,417,O3,R417,-1.0
R007c,185,417,R417,HO,0.02
R007c,193,417,R417,ALD,1.0
R007c,168,417,R417,DELTA_C,2.0
R008c,60,418,FURAN,R418,-1.0
R008c,124,418,NO3,R418,-1.0
R008c,58,418,R418,NO2,1.0
R008c,129,418,R418,DCB1,0.8
R008c,117,418,R418,DCB3,0.2
R008c,168,418,R418,DELTA_C,0.2
R010c,22,419,PROG,R419,-1.0
R010c,185,419,HO,R419,-1.0
R010c,59,419,R419,HKET,0.613
R010c,193,419,R419,ALD,0.387
R010c,190,419,R419,HO2,1.0
R011c,78,420,SESQ,R420,-1.0
R011c,124,420,NO3,R420,-1.0
R011c,63,420,R420,SESQNRO2,1.0
R012c,63,421,SESQNRO2,R421,-1.0
R012c,190,421,HO2,R421,-1.0
R012c,136,421,R421,VROCP0OXY4,1.0
R012c,17,421,R421,DELTA_N,1.0
R012c,168,421,R421,DELTA_C,5.0
R013c,63,422,SESQNRO2,R422,-1.0
R013c,207,422,NO,R422,-1.0
R013c,50,422,R422,VROCP3OXY2,1.0
R013c,58,422,R422,NO2,2.0
R013c,168,422,R422,DELTA_C,4.0
R014c,63,423,SESQNRO2,R423,-1.0
R014c,124,423,NO3,R423,-1.0
R014c,50,423,R423,VROCP3OXY2,1.0
R014c,58,423,R423,NO2,2.0
R014c,168,423,R423,DELTA_C,4.0
R015c,78,424,SESQ,R424,-1.0
R015c,212,424,O3,R424,-1.0
R015c,50,424,R424,VROCP3OXY2,0.982
R015c,97,424,R424,VROCN2OXY2,0.018
R015c,168,424,R424,DELTA_C,3.892
R016c,78,425,SESQ,R425,-1.0
R016c,185,425,HO,R425,-1.0
R016c,62,425,R425,SESQRO2,1.0
R017c,62,426,SESQRO2,R426,-1.0
R017c,190,426,HO2,R426,-1.0
R017c,177,426,R426,VROCP0OXY2,1.0
R017c,168,426,R426,DELTA_C,1.0
R019c,62,427,SESQRO2,R427,-1.0
R019c,124,427,NO3,R427,-1.0
R019c,50,427,R427,VROCP3OXY2,1.0
R019c,17,427,R427,DELTA_N,1.0
R019c,168,427,R427,DELTA_C,4.0
R020c,62,428,SESQRO2,R428,-1.0
R020c,207,428,NO,R428,-1.0
R020c,198,428,R428,VROCP1OXY3,0.247
R020c,50,428,R428,VROCP3OXY2,0.753
R020c,58,428,R428,NO2,0.753
R020c,17,428,R428,DELTA_N,0.247
R020c,168,428,R428,DELTA_C,4.0
HET_GLY,186,429,GLY,R429,-1.0
HET_GLY,28,429,R429,AGLYOLIGJ,1.0
HET_GLY,168,429,R429,DELTA_C,-4.0
HET_MGLY,108,430,MGLY,R430,-1.0
HET_MGLY,28,430,R430,AGLYOLIGJ,1.0
HET_MGLY,168,430,R430,DELTA_C,-3.0
HET_NO2,58,431,NO2,R431,-1.0
HET_NO2,65,431,R431,HONO,0.5
HET_NO2,167,431,R431,HNO3,0.5
HET_HO2,190,432,HO2,R432,-1.0
HET_HO2,1,432,R432,,1.0
HET_NO3,124,433,NO3,R433,-1.0
HET_NO3,167,433,R433,HNO3,1.0
HAL_Ozone,212,434,O3,R434,-1.0
HAL_Ozone,16,434,R434,%H,1.0
HET_IEPOX,192,435,IEPOX,R435,-1.0
HET_IEPOX,30,435,R435,IEPOXP,1.0
HET_IEPOX,168,435,R435,DELTA_C,5.0
HET_ISO3TET,30,436,IEPOXP,R436,-1.0
HET_ISO3TET,72,436,R436,AISO3NOSJ,1.0
HET_ISO3TET,168,436,R436,DELTA_C,-5.0
HET_IEPOXOS,30,437,IEPOXP,R437,-1.0
HET_IEPOXOS,61,437,ASO4J,R437,-1.0
HET_IEPOXOS,55,437,R437,AISO3OSJ,1.0
HET_IEPOXOS,168,437,R437,DELTA_C,-5.0
HET_IPX,104,438,IPX,R438,-1.0
HET_IPX,226,438,R438,AISO4J,1.0
HET_INALD,229,439,INALD,R439,-1.0
HET_INALD,187,439,R439,AISO5J,1.0
HET_INALD,167,439,R439,HNO3,1.0
ROCALK1c,160,440,VROCP6ALK,R440,-1.0
ROCALK1c,185,440,HO,R440,-1.0
ROCALK1c,64,440,R440,VROCP6ALKP,1.0
ROCALK2c,101,441,VROCP5ALK,R441,-1.0
ROCALK2c,185,441,HO,R441,-1.0
ROCALK2c,3,441,R441,VROCP5ALKP,1.0
ROCALK3c,66,442,VROCP4ALK,R442,-1.0
ROCALK3c,185,442,HO,R442,-1.0
ROCALK3c,83,442,R442,VROCP4ALKP,1.0
ROCALK4c,39,443,VROCP3ALK,R443,-1.0
ROCALK4c,185,443,HO,R443,-1.0
ROCALK4c,85,443,R443,VROCP3ALKP,1.0
ROCALK5c,116,444,VROCP2ALK,R444,-1.0
ROCALK5c,185,444,HO,R444,-1.0
ROCALK5c,95,444,R444,VROCP2ALKP,1.0
ROCALK6c,23,445,VROCP1ALK,R445,-1.0
ROCALK6c,185,445,HO,R445,-1.0
ROCALK6c,6,445,R445,VROCP1ALKP,1.0
HC1001,175,446,HC10,R446,-1.0
HC1001,185,446,HO,R446,-1.0
HC1001,4,446,R446,HC10P,1.0
ROCALK7c,64,447,VROCP6ALKP,R447,-1.0
ROCALK7c,207,447,NO,R447,-1.0
ROCALK7c,134,447,R447,VROCP6ALKP2,0.72
ROCALK7c,26,447,R447,VROCP4OXY2,0.28
ROCALK7c,58,447,R447,NO2,0.72
ROCALK7c,17,447,R447,DELTA_N,0.28
ROCALK7c,168,447,R447,DELTA_C,1.12
ROCALK8c,3,448,VROCP5ALKP,R448,-1.0
ROCALK8c,207,448,NO,R448,-1.0
ROCALK8c,44,448,R448,VROCP5ALKP2,0.72
ROCALK8c,50,448,R448,VROCP3OXY2,0.28
ROCALK8c,58,448,R448,NO2,0.72
ROCALK8c,17,448,R448,DELTA_N,0.28
ROCALK8c,168,448,R448,DELTA_C,0.84
ROCALK9c,83,449,VROCP4ALKP,R449,-1.0
ROCALK9c,207,449,NO,R449,-1.0
ROCALK9c,57,449,R449,VROCP4ALKP2,0.72
ROCALK9c,102,449,R449,VROCP2OXY2,0.28
ROCALK9c,58,449,R449,NO2,0.72
ROCALK9c,17,449,R449,DELTA_N,0.28
ROCALK9c,168,449,R449,DELTA_C,1.68
ROCALK10c,85,450,VROCP3ALKP,R450,-1.0
ROCALK10c,207,450,NO,R450,-1.0
ROCALK10c,195,450,R450,VROCP3ALKP2,0.72
ROCALK10c,178,450,R450,VROCP1OXY1,0.28
ROCALK10c,58,450,R450,NO2,0.72
ROCALK10c,17,450,R450,DELTA_N,0.28
ROCALK10c,168,450,R450,DELTA_C,1.12
ROCALK11c,95,451,VROCP2ALKP,R451,-1.0
ROCALK11c,207,451,NO,R451,-1.0
ROCALK11c,88,451,R451,VROCP2ALKP2,0.72
ROCALK11c,177,451,R451,VROCP0OXY2,0.28
ROCALK11c,58,451,R451,NO2,0.72
ROCALK11c,17,451,R451,DELTA_N,0.28
ROCALK11c,168,451,R451,DELTA_C,2.8
ROCALK12c,6,452,VROCP1ALKP,R452,-1.0
ROCALK12c,207,452,NO,R452,-1.0
ROCALK12c,75,452,R452,VROCP1ALKP2,0.72
ROCALK12c,216,452,R452,VROCN1OXY1,0.28
ROCALK12c,58,452,R452,NO2,0.72
ROCALK12c,17,452,R452,DELTA_N,0.28
ROCALK12c,168,452,R452,DELTA_C,1.96
HC1002,4,453,HC10P,R453,-1.0
HC1002,207,453,NO,R453,-1.0
HC1002,40,453,R453,HC10P2,0.74
HC1002,206,453,R453,ONIT,0.26
HC1002,58,453,R453,NO2,0.74
HC1002,168,453,R453,DELTA_C,1.56
ROCALK13c,64,454,VROCP6ALKP,R454,-1.0
ROCALK13c,124,454,NO3,R454,-1.0
ROCALK13c,134,454,R454,VROCP6ALKP2,1.0
ROCALK13c,58,454,R454,NO2,1.0
ROCALK14c,3,455,VROCP5ALKP,R455,-1.0
ROCALK14c,124,455,NO3,R455,-1.0
ROCALK14c,44,455,R455,VROCP5ALKP2,1.0
ROCALK14c,58,455,R455,NO2,1.0
ROCALK15c,83,456,VROCP4ALKP,R456,-1.0
ROCALK15c,124,456,NO3,R456,-1.0
ROCALK15c,57,456,R456,VROCP4ALKP2,1.0
ROCALK15c,58,456,R456,NO2,1.0
ROCALK16c,85,457,VROCP3ALKP,R457,-1.0
ROCALK16c,124,457,NO3,R457,-1.0
ROCALK16c,195,457,R457,VROCP3ALKP2,1.0
ROCALK16c,58,457,R457,NO2,1.0
ROCALK17c,95,458,VROCP2ALKP,R458,-1.0
ROCALK17c,124,458,NO3,R458,-1.0
ROCALK17c,88,458,R458,VROCP2ALKP2,1.0
ROCALK17c,58,458,R458,NO2,1.0
ROCALK18c,6,459,VROCP1ALKP,R459,-1.0
ROCALK18c,124,459,NO3,R459,-1.0
ROCALK18c,75,459,R459,VROCP1ALKP2,1.0
ROCALK18c,58,459,R459,NO2,1.0
HC1003,4,460,HC10P,R460,-1.0
HC1003,124,460,NO3,R460,-1.0
HC1003,40,460,R460,HC10P2,1.0
HC1003,58,460,R460,NO2,1.0
