original r_id,# species_index (starts from 1),reaction_index (starts from 1),from,to, directed stoichiometric value
R001,212,1,O3,R1,-1.0
R001,47,1,R1,O3P,1.0
R002,212,2,O3,R2,-1.0
R002,25,2,R2,O1D,1.0
R003,164,3,H2O2,R3,-1.0
R003,185,3,R3,HO,2.0
R004,58,4,NO2,R4,-1.0
R004,47,4,R4,O3P,1.0
R004,207,4,R4,NO,1.0
R005,124,5,NO3,R5,-1.0
R005,207,5,R5,NO,1.0
R006,124,6,NO3,R6,-1.0
R006,47,6,R6,O3P,1.0
R006,58,6,R6,NO2,1.0
R007,65,7,HONO,R7,-1.0
R007,185,7,R7,HO,1.0
R007,207,7,R7,NO,1.0
R008,167,8,HNO3,R8,-1.0
R008,185,8,R8,HO,1.0
R008,58,8,R8,NO2,1.0
R009,161,9,HNO4,R9,-1.0
R009,185,9,R9,HO,0.2
R009,190,9,R9,HO2,0.8
R009,58,9,R9,NO2,0.8
R009,124,9,R9,NO3,0.2
R010,92,10,HCHO,R10,-1.0
R010,99,10,R10,CO,1.0
R011,92,11,HCHO,R11,-1.0
R011,190,11,R11,HO2,2.0
R011,99,11,R11,CO,1.0
R012,189,12,ACD,R12,-1.0
R012,190,12,R12,HO2,1.0
R012,27,12,R12,MO2,1.0
R012,99,12,R12,CO,1.0
R013,193,13,ALD,R13,-1.0
R013,190,13,R13,HO2,1.0
R013,33,13,R13,ETHP,1.0
R013,99,13,R13,CO,1.0
R014,5,14,ACT,R14,-1.0
R014,27,14,R14,MO2,1.0
R014,31,14,R14,ACO3,1.0
R014a,5,15,ACT,R15,-1.0
R014a,27,15,R15,MO2,2.0
R014a,99,15,R15,CO,1.0
R015,209,16,UALD,R16,-1.0
R015,190,16,R16,HO2,1.22
R015,31,16,R16,ACO3,0.784
R015,99,16,R16,CO,1.22
R015,92,16,R16,HCHO,0.35
R015,193,16,R16,ALD,0.434
R015,191,16,R16,KET,0.216
R015,168,16,R16,DELTA_C,-0.52
TRP01,156,17,PINAL,R17,-1.0
TRP01,190,17,R17,HO2,1.0
TRP01,71,17,R17,PINALP,1.0
TRP01,99,17,R17,CO,1.0
TRP01,168,17,R17,DELTA_C,-1.0
TRP02,174,18,LIMAL,R18,-1.0
TRP02,190,18,R18,HO2,1.0
TRP02,149,18,R18,LIMALP,1.0
TRP02,99,18,R18,CO,1.0
TRP02,168,18,R18,DELTA_C,-1.0
R016,96,19,MEK,R19,-1.0
R016,27,19,R19,MO2,0.1
R016,33,19,R19,ETHP,1.0
R016,31,19,R19,ACO3,0.9
R016,99,19,R19,CO,0.1
R017,191,20,KET,R20,-1.0
R017,33,20,R20,ETHP,1.5
R017,31,20,R20,ACO3,0.5
R017,99,20,R20,CO,0.5
R017,168,20,R20,DELTA_C,0.5
R018,59,21,HKET,R21,-1.0
R018,190,21,R21,HO2,1.0
R018,31,21,R21,ACO3,1.0
R018,92,21,R21,HCHO,1.0
R019,140,22,MACR,R22,-1.0
R019,185,22,R22,HO,0.34
R019,190,22,R22,HO2,0.66
R019,31,22,R22,ACO3,0.67
R019,84,22,R22,MACP,0.33
R019,112,22,R22,XO2,0.34
R019,99,22,R22,CO,0.67
R019,92,22,R22,HCHO,0.67
R020,115,23,MVK,R23,-1.0
R020,27,23,R23,MO2,0.3
R020,84,23,R23,MACP,0.3
R020,99,23,R23,CO,0.7
R020,209,23,R23,UALD,0.7
R020,168,23,R23,DELTA_C,-1.7
R021,186,24,GLY,R24,-1.0
R021,99,24,R24,CO,2.0
R022,186,25,GLY,R25,-1.0
R022,92,25,R25,HCHO,1.0
R022,99,25,R25,CO,1.0
R023,186,26,GLY,R26,-1.0
R023,190,26,R26,HO2,2.0
R023,99,26,R26,CO,2.0
R024,108,27,MGLY,R27,-1.0
R024,190,27,R27,HO2,1.0
R024,31,27,R27,ACO3,1.0
R024,99,27,R27,CO,1.0
R025,129,28,DCB1,R28,-1.0
R025,190,28,R28,HO2,1.5
R025,31,28,R28,ACO3,0.25
R025,112,28,R28,XO2,0.2
R025,99,28,R28,CO,1.0
R025,186,28,R28,GLY,0.5
R025,108,28,R28,MGLY,0.5
R025,168,28,R28,DELTA_C,1.0
R026,110,29,DCB2,R29,-1.0
R026,190,29,R29,HO2,1.5
R026,31,29,R29,ACO3,0.25
R026,112,29,R29,XO2,0.2
R026,99,29,R29,CO,1.0
R026,186,29,R29,GLY,0.5
R026,108,29,R29,MGLY,0.5
R026,168,29,R29,DELTA_C,2.0
R027a,52,30,BALD,R30,-1.0
R027a,29,30,R30,BEN,1.0
R027a,99,30,R30,CO,1.0
R027b,52,31,BALD,R31,-1.0
R027b,91,31,R31,BAL1,1.0
R027b,99,31,R31,CO,1.0
R027b,190,31,R31,HO2,1.0
R028,208,32,OP1,R32,-1.0
R028,185,32,R32,HO,1.0
R028,190,32,R32,HO2,1.0
R028,92,32,R32,HCHO,1.0
R029,126,33,OP2,R33,-1.0
R029,185,33,R33,HO,1.0
R029,190,33,R33,HO2,1.0
R029,193,33,R33,ALD,1.0
R029,168,33,R33,DELTA_C,-1.0
TRP03,79,34,OPB,R34,-1.0
TRP03,185,34,R34,HO,1.0
TRP03,190,34,R34,HO2,1.0
TRP03,193,34,R34,ALD,1.0
TRP03,168,34,R34,DELTA_C,7.0
R029a,144,35,VOP3,R35,-1.0
R029a,185,35,R35,HO,1.0
R029a,190,35,R35,HO2,1.0
R029a,193,35,R35,ALD,1.0
R029a,168,35,R35,DELTA_C,5.0
R030,184,36,PAA,R36,-1.0
R030,185,36,R36,HO,1.0
R030,27,36,R36,MO2,1.0
R030,168,36,R36,DELTA_C,1.0
R031,206,37,ONIT,R37,-1.0
R031,190,37,R37,HO2,1.0
R031,58,37,R37,NO2,1.0
R031,193,37,R37,ALD,0.2
R031,191,37,R37,KET,0.8
R031,168,37,R37,DELTA_C,-0.6
R032,20,38,PAN,R38,-1.0
R032,31,38,R38,ACO3,1.0
R032,58,38,R38,NO2,1.0
R033,20,39,PAN,R39,-1.0
R033,27,39,R39,MO2,1.0
R033,124,39,R39,NO3,1.0
R033,210,39,R39,CO2,1.0
R033a,34,40,PPN,R40,-1.0
R033a,176,40,R40,RCO3,1.0
R033a,58,40,R40,NO2,1.0
R033b,34,41,PPN,R41,-1.0
R033b,118,41,R41,HC3P,1.0
R033b,124,41,R41,NO3,1.0
TRP55,179,42,VTRPN,R42,-1.0
TRP55,58,42,R42,NO2,1.0
TRP55,191,42,R42,KET,0.67
TRP55,209,42,R42,UALD,0.33
TRP55,168,42,R42,DELTA_C,5.0
TRP56,38,43,VHONIT,R43,-1.0
TRP56,59,43,R43,HKET,1.0
TRP56,58,43,R43,NO2,1.0
TRP56,168,43,R43,DELTA_C,7.0
R034,212,44,O3,R44,-1.0
R034,185,44,HO,R44,-1.0
R034,190,44,R44,HO2,1.0
R035,212,45,O3,R45,-1.0
R035,190,45,HO2,R45,-1.0
R035,185,45,R45,HO,1.0
R036,212,46,O3,R46,-1.0
R036,207,46,NO,R46,-1.0
R036,58,46,R46,NO2,1.0
R037,212,47,O3,R47,-1.0
R037,58,47,NO2,R47,-1.0
R037,124,47,R47,NO3,1.0
R038,47,48,O3P,R48,-1.0
R038,225,48,O2,R48,-1.0
R038,81,48,M,R48,-1.0
R038,212,48,R48,O3,1.0
R039,47,49,O3P,R49,-1.0
R039,212,49,O3,R49,-1.0
R039,1,49,R49,,1.0
R040,25,50,O1D,R50,-1.0
R040,225,50,O2,R50,-1.0
R040,47,50,R50,O3P,1.0
R041,25,51,O1D,R51,-1.0
R041,125,51,N2,R51,-1.0
R041,47,51,R51,O3P,1.0
R042,25,52,O1D,R52,-1.0
R042,9,52,H2O,R52,-1.0
R042,185,52,R52,HO,2.0
R043,185,53,HO,R53,-1.0
R043,155,53,H2,R53,-1.0
R043,190,53,R53,HO2,1.0
R044,185,54,HO,R54,-1.0
R044,190,54,HO2,R54,-1.0
R044,1,54,R54,,1.0
R045,190,55,HO2,R55,-1.0
R045,190,55,HO2,R55,-1.0
R045,122,55,R55,H2O2 %3,1.0
R046,190,56,HO2,R56,-1.0
R046,190,56,HO2,R56,-1.0
R046,9,56,H2O,R56,-1.0
R046,113,56,R56,H2O2  %3,1.0
R047,164,57,H2O2,R57,-1.0
R047,185,57,HO,R57,-1.0
R047,190,57,R57,HO2,1.0
R048,207,58,NO,R58,-1.0
R048,47,58,O3P,R58,-1.0
R048,58,58,R58,NO2,1.0
R049,207,59,NO,R59,-1.0
R049,185,59,HO,R59,-1.0
R049,65,59,R59,HONO,1.0
R050,207,60,NO,R60,-1.0
R050,190,60,HO2,R60,-1.0
R050,58,60,R60,NO2,1.0
R050,185,60,R60,HO,1.0
R051,207,61,NO,R61,-1.0
R051,190,61,HO2,R61,-1.0
R051,109,61,R61,HNO3  %3,1.0
R052,207,62,NO,R62,-1.0
R052,207,62,NO,R62,-1.0
R052,225,62,O2,R62,-1.0
R052,58,62,R62,NO2,2.0
R053,65,63,HONO,R63,-1.0
R053,185,63,HO,R63,-1.0
R053,58,63,R63,NO2,1.0
R054,58,64,NO2,R64,-1.0
R054,47,64,O3P,R64,-1.0
R054,207,64,R64,NO,1.0
R055,58,65,NO2,R65,-1.0
R055,47,65,O3P,R65,-1.0
R055,124,65,R65,NO3,1.0
R056,58,66,NO2,R66,-1.0
R056,185,66,HO,R66,-1.0
R056,167,66,R66,HNO3,1.0
R057,167,67,HNO3,R67,-1.0
R057,185,67,HO,R67,-1.0
R057,18,67,R67,NO3  %2,1.0
R058,124,68,NO3,R68,-1.0
R058,185,68,HO,R68,-1.0
R058,190,68,R68,HO2,1.0
R058,58,68,R68,NO2,1.0
R059,124,69,NO3,R69,-1.0
R059,190,69,HO2,R69,-1.0
R059,185,69,R69,HO,0.7
R059,58,69,R69,NO2,0.7
R059,167,69,R69,HNO3,0.3
R060,124,70,NO3,R70,-1.0
R060,207,70,NO,R70,-1.0
R060,58,70,R70,NO2,2.0
R061,124,71,NO3,R71,-1.0
R061,58,71,NO2,R71,-1.0
R061,207,71,R71,NO,1.0
R061,58,71,R71,NO2,1.0
R062,124,72,NO3,R72,-1.0
R062,124,72,NO3,R72,-1.0
R062,58,72,R72,NO2,2.0
R063,124,73,NO3,R73,-1.0
R063,58,73,NO2,R73,-1.0
R063,100,73,R73,N2O5,1.0
R064,100,74,N2O5,R74,-1.0
R064,58,74,R74,NO2,1.0
R064,124,74,R74,NO3,1.0
R065,100,75,N2O5,R75,-1.0
R065,9,75,H2O,R75,-1.0
R065,167,75,R75,HNO3,2.0
R066,58,76,NO2,R76,-1.0
R066,190,76,HO2,R76,-1.0
R066,161,76,R76,HNO4,1.0
R067,161,77,HNO4,R77,-1.0
R067,190,77,R77,HO2,1.0
R067,58,77,R77,NO2,1.0
R068,161,78,HNO4,R78,-1.0
R068,185,78,HO,R78,-1.0
R068,58,78,R78,NO2,1.0
R069,70,79,SO2,R79,-1.0
R069,185,79,HO,R79,-1.0
R069,190,79,R79,HO2,1.0
R069,111,79,R79,SULF,1.0
R069,46,79,R79,SULRXN,1.0
R070,99,80,CO,R80,-1.0
R070,185,80,HO,R80,-1.0
R070,190,80,R80,HO2,1.0
R070,145,80,R80,CO2 %3,1.0
R071,185,81,HO,R81,-1.0
R071,169,81,CH4,R81,-1.0
R071,27,81,R81,MO2,1.0
R071,168,81,R81,DELTA_C,-1.0
R072,133,82,ETH,R82,-1.0
R072,185,82,HO,R82,-1.0
R072,33,82,R82,ETHP,1.0
R073,202,83,HC3,R83,-1.0
R073,185,83,HO,R83,-1.0
R073,118,83,R83,HC3P,1.0
R073,53,83,R83,ASOATJ,2.81e-05
R073,168,83,R83,DELTA_C,-0.0001
R074,162,84,HC5,R84,-1.0
R074,185,84,HO,R84,-1.0
R074,151,84,R84,HC5P,1.0
R074,53,84,R84,ASOATJ,0.00134
R074,168,84,R84,DELTA_C,-0.0093
R076,13,85,ETE,R85,-1.0
R076,185,85,HO,R85,-1.0
R076,215,85,R85,ETEP,1.0
R077,14,86,OLT,R86,-1.0
R077,185,86,HO,R86,-1.0
R077,171,86,R86,OLTP,1.0
R078,123,87,OLI,R87,-1.0
R078,185,87,HO,R87,-1.0
R078,166,87,R87,OLIP,1.0
R080,217,88,ACE,R88,-1.0
R080,185,88,HO,R88,-1.0
R080,185,88,R88,HO,0.65
R080,190,88,R88,HO2,0.35
R080,99,88,R88,CO,0.35
R080,186,88,R88,GLY,0.65
R080,10,88,R88,ORA1,0.35
ROCARO31,29,89,BEN,R89,-1.0
ROCARO31,185,89,HO,R89,-1.0
ROCARO31,138,89,R89,BENP,0.47
ROCARO31,200,89,R89,PHEN,0.53
ROCARO31,190,89,R89,HO2,0.53
ROCARO41,94,90,TOL,R90,-1.0
ROCARO41,185,90,HO,R90,-1.0
ROCARO41,68,90,R90,TOLP,0.82
ROCARO41,130,90,R90,CSL,0.18
ROCARO41,190,90,R90,HO2,0.18
ROCARO51,128,91,XYL,R91,-1.0
ROCARO51,185,91,HO,R91,-1.0
ROCARO51,148,91,R91,XYLP,0.83
ROCARO51,130,91,R91,CSL,0.17
ROCARO51,190,91,R91,HO2,0.17
ROCARO51,168,91,R91,DELTA_C,0.17
ROCARO61,219,92,EBZ,R92,-1.0
ROCARO61,185,92,HO,R92,-1.0
ROCARO61,67,92,R92,EBZP,0.82
ROCARO61,130,92,R92,CSL,0.18
ROCARO61,190,92,R92,HO2,0.18
ROCARO61,168,92,R92,DELTA_C,0.18
ROCARO61a,219,93,EBZ,R93,-1.0
ROCARO61a,124,93,NO3,R93,-1.0
ROCARO61a,67,93,R93,EBZP,1.0
ROCARO61a,167,93,R93,HNO3,1.0
RAM01,41,94,ISO,R94,-1.0
RAM01,212,94,O3,R94,-1.0
RAM01,185,94,R94,HO,0.25
RAM01,190,94,R94,HO2,0.25
RAM01,27,94,R94,MO2,0.4
RAM01,31,94,R94,ACO3,0.018
RAM01,84,94,R94,MACP,0.1
RAM01,164,94,R94,H2O2,0.09
RAM01,99,94,R94,CO,0.22
RAM01,92,94,R94,HCHO,1.0
RAM01,140,94,R94,MACR,0.3
RAM01,115,94,R94,MVK,0.14
RAM01,10,94,R94,ORA1,0.28
RAM01,14,94,R94,OLT,0.153
RAM01,168,94,R94,DELTA_C,0.445
RAM02,41,95,ISO,R95,-1.0
RAM02,124,95,NO3,R95,-1.0
RAM02,58,95,R95,NO2,0.4
RAM02,199,95,R95,ISON,0.045
RAM02,92,95,R95,HCHO,0.35
RAM02,86,95,R95,ISONP,0.555
RAM02,115,95,R95,MVK,0.26
RAM02,140,95,R95,MACR,0.028
RAM02,168,95,R95,DELTA_C,0.498
RAM03,41,96,ISO,R96,-1.0
RAM03,185,96,HO,R96,-1.0
RAM03,11,96,R96,ISOP,1.0
RAM03,92,96,R96,HCHO,0.25
RAM03,140,96,R96,MACR,0.03
RAM03,108,96,R96,MGLY,0.05
RAM03,168,96,R96,DELTA_C,-0.52
RAM04,11,97,ISOP,R97,-1.0
RAM04,190,97,HO2,R97,-1.0
RAM04,147,97,R97,ISHP,1.0
RAM04,190,97,R97,HO2,0.07
RAM04,185,97,R97,HO,0.5
RAM05,11,98,ISOP,R98,-1.0
RAM05,207,98,NO,R98,-1.0
RAM05,199,98,R98,ISON,0.13
RAM05,92,98,R98,HCHO,0.4
RAM05,190,98,R98,HO2,0.88
RAM05,58,98,R98,NO2,0.87
RAM05,140,98,R98,MACR,0.18
RAM05,115,98,R98,MVK,0.51
RAM05,168,98,R98,DELTA_C,1.19
RAM06,147,99,ISHP,R99,-1.0
RAM06,185,99,HO,R99,-1.0
RAM06,11,99,R99,ISOP,1.0
RAM07,147,100,ISHP,R100,-1.0
RAM07,185,100,HO,R100,-1.0
RAM07,108,100,R100,MGLY,0.04
RAM07,186,100,R100,GLY,0.02
RAM07,115,100,R100,MVK,0.13
RAM07,192,100,R100,IEPOX,0.44
RAM07,31,100,R100,ACO3,0.11
RAM07,140,100,R100,MACR,0.03
RAM07,185,100,R100,HO,2.0
RAM07,190,100,R100,HO2,0.34
RAM07,104,100,R100,IPX,0.14
RAM07,99,100,R100,CO,1.0
RAM07,168,100,R100,DELTA_C,0.08
RAM08,86,101,ISONP,R101,-1.0
RAM08,190,101,HO2,R101,-1.0
RAM08,185,101,R101,HO,0.45
RAM08,229,101,R101,INALD,0.95
RAM08,104,101,R101,IPX,0.02
RAM08,17,101,R101,DELTA_N,0.05
RAM08,168,101,R101,DELTA_C,0.15
RAM09,86,102,ISONP,R102,-1.0
RAM09,207,102,NO,R102,-1.0
RAM09,115,102,R102,MVK,0.15
RAM09,229,102,R102,INALD,0.65
RAM09,199,102,R102,ISON,0.05
RAM09,92,102,R102,HCHO,0.2
RAM09,58,102,R102,NO2,1.3
RAM09,168,102,R102,DELTA_C,0.7
RAM10,199,103,ISON,R103,-1.0
RAM10,185,103,HO,R103,-1.0
RAM10,185,103,R103,HO,1.0
RAM10,229,103,R103,INALD,0.35
RAM10,192,103,R103,IEPOX,0.17
RAM10,58,103,R103,NO2,0.65
RAM10,168,103,R103,DELTA_C,2.4
RAM11,185,104,HO,R104,-1.0
RAM11,229,104,INALD,R104,-1.0
RAM11,99,104,R104,CO,1.0
RAM11,58,104,R104,NO2,1.0
RAM11,190,104,R104,HO2,0.3
RAM11,92,104,R104,HCHO,1.0
RAM11,168,104,R104,DELTA_C,3.0
RAM12,199,105,ISON,R105,-1.0
RAM12,167,105,R105,HNO3,1.0
RAM12,142,105,R105,ROH,1.0
RAM12,168,105,R105,DELTA_C,2.0
RAM13,104,106,IPX,R106,-1.0
RAM13,185,106,HO,R106,-1.0
RAM13,140,106,R106,MACR,0.57
RAM13,115,106,R106,MVK,0.43
RAM13,168,106,R106,DELTA_C,1.0
R087,196,107,API,R107,-1.0
R087,185,107,HO,R107,-1.0
R087,19,107,R107,APIP1,0.975
R087,163,107,R107,APIP2,0.025
R088,143,108,LIM,R108,-1.0
R088,185,108,HO,R108,-1.0
R088,35,108,R108,LIMP1,0.945
R088,105,108,R108,LIMP2,0.055
TRP04,156,109,PINAL,R109,-1.0
TRP04,185,109,HO,R109,-1.0
TRP04,71,109,R109,PINALP,0.23
TRP04,176,109,R109,RCO3,0.77
TRP04,168,109,R109,DELTA_C,5.39
TRP05,174,110,LIMAL,R110,-1.0
TRP05,185,110,HO,R110,-1.0
TRP05,149,110,R110,LIMALP,0.83
TRP05,176,110,R110,RCO3,0.17
TRP05,168,110,R110,DELTA_C,1.19
R089,92,111,HCHO,R111,-1.0
R089,185,111,HO,R111,-1.0
R089,190,111,R111,HO2,1.0
R089,99,111,R111,CO,1.0
R090,189,112,ACD,R112,-1.0
R090,185,112,HO,R112,-1.0
R090,31,112,R112,ACO3,1.0
R091,193,113,ALD,R113,-1.0
R091,185,113,HO,R113,-1.0
R091,176,113,R113,RCO3,1.0
R092,5,114,ACT,R114,-1.0
R092,185,114,HO,R114,-1.0
R092,211,114,R114,ACTP,1.0
R093,96,115,MEK,R115,-1.0
R093,185,115,HO,R115,-1.0
R093,205,115,R115,MEKP,1.0
R094,191,116,KET,R116,-1.0
R094,185,116,HO,R116,-1.0
R094,150,116,R116,KETP,1.0
R095,59,117,HKET,R117,-1.0
R095,185,117,HO,R117,-1.0
R095,190,117,R117,HO2,1.0
R095,108,117,R117,MGLY,1.0
R096,140,118,MACR,R118,-1.0
R096,185,118,HO,R118,-1.0
R096,84,118,R118,MACP,0.57
R096,173,118,R118,MCP,0.43
R097,115,119,MVK,R119,-1.0
R097,185,119,HO,R119,-1.0
R097,69,119,R119,MVKP,1.0
R098,209,120,UALD,R120,-1.0
R098,185,120,HO,R120,-1.0
R098,31,120,R120,ACO3,0.313
R098,76,120,R120,UALP,0.687
R098,168,120,R120,DELTA_C,0.939
R099,186,121,GLY,R121,-1.0
R099,185,121,HO,R121,-1.0
R099,190,121,R121,HO2,1.0
R099,99,121,R121,CO,2.0
R100,108,122,MGLY,R122,-1.0
R100,185,122,HO,R122,-1.0
R100,31,122,R122,ACO3,1.0
R100,99,122,R122,CO,1.0
R101,129,123,DCB1,R123,-1.0
R101,185,123,HO,R123,-1.0
R101,190,123,R123,HO2,0.52
R101,99,123,R123,CO,0.33
R101,193,123,R123,ALD,0.4
R101,191,123,R123,KET,0.78
R101,186,123,R123,GLY,0.1
R101,108,123,R123,MGLY,0.01
R101,168,123,R123,DELTA_C,-0.66
R102,110,124,DCB2,R124,-1.0
R102,185,124,HO,R124,-1.0
R102,190,124,R124,HO2,0.52
R102,99,124,R124,CO,0.33
R102,96,124,R124,MEK,0.13
R102,186,124,R124,GLY,0.1
R102,108,124,R124,MGLY,0.01
R102,126,124,R124,OP2,0.78
R102,168,124,R124,DELTA_C,3.36
R103,117,125,DCB3,R125,-1.0
R103,185,125,HO,R125,-1.0
R103,190,125,R125,HO2,0.56
R103,84,125,R125,MACP,0.21
R103,99,125,R125,CO,0.11
R103,186,125,R125,GLY,0.27
R103,108,125,R125,MGLY,0.01
R103,126,125,R125,OP2,0.79
R103,168,125,R125,DELTA_C,0.9
R104,52,126,BALD,R126,-1.0
R104,185,126,HO,R126,-1.0
R104,93,126,R126,BALP,1.0
R105,200,127,PHEN,R127,-1.0
R105,185,127,HO,R127,-1.0
R105,53,127,R127,ASOATJ,0.152
R105,190,127,R127,HO2,0.619
R105,203,127,R127,ADDC,0.17
R105,197,127,R127,CHO,0.059
R105,154,127,R127,MCT,0.619
R105,168,127,R127,DELTA_C,-0.381
R106,130,128,CSL,R128,-1.0
R106,185,128,HO,R128,-1.0
R106,53,128,R128,ASOATJ,0.2
R106,190,128,R128,HO2,0.584
R106,203,128,R128,ADDC,0.16
R106,197,128,R128,CHO,0.056
R106,154,128,R128,MCT,0.584
R106,168,128,R128,DELTA_C,0.584
R108,154,129,MCT,R129,-1.0
R108,185,129,HO,R129,-1.0
R108,220,129,R129,MCTO,1.0
R109,227,130,MOH,R130,-1.0
R109,185,130,HO,R130,-1.0
R109,190,130,R130,HO2,1.0
R109,92,130,R130,HCHO,1.0
R110,152,131,EOH,R131,-1.0
R110,185,131,HO,R131,-1.0
R110,190,131,R131,HO2,1.0
R110,189,131,R131,ACD,1.0
R111,142,132,ROH,R132,-1.0
R111,185,132,HO,R132,-1.0
R111,190,132,R132,HO2,1.0
R111,193,132,R132,ALD,0.719
R111,189,132,R132,ACD,0.184
R111,168,132,R132,DELTA_C,0.475
R112,49,133,ETEG,R133,-1.0
R112,185,133,HO,R133,-1.0
R112,190,133,R133,HO2,1.0
R112,189,133,R133,ACD,1.0
R113,208,134,OP1,R134,-1.0
R113,185,134,HO,R134,-1.0
R113,185,134,R134,HO,0.35
R113,27,134,R134,MO2,0.65
R113,92,134,R134,HCHO,0.35
R114,126,135,OP2,R135,-1.0
R114,185,135,HO,R135,-1.0
R114,185,135,R135,HO,0.01
R114,118,135,R135,HC3P,0.44
R114,112,135,R135,XO2,0.07
R114,193,135,R135,ALD,0.08
R114,191,135,R135,KET,0.41
R114,168,135,R135,DELTA_C,-1.61
TRP06,79,136,OPB,R136,-1.0
TRP06,185,136,HO,R136,-1.0
TRP06,185,136,R136,HO,0.01
TRP06,4,136,R136,HC10P,0.44
TRP06,112,136,R136,XO2,0.07
TRP06,193,136,R136,ALD,0.08
TRP06,191,136,R136,KET,0.41
TRP06,168,136,R136,DELTA_C,3.31
R116,51,137,MAHP,R137,-1.0
R116,185,137,HO,R137,-1.0
R116,84,137,R137,MACP,1.0
R117,10,138,ORA1,R138,-1.0
R117,185,138,HO,R138,-1.0
R117,190,138,R138,HO2,1.0
R117,210,138,R138,CO2,1.0
R118,180,139,ORA2,R139,-1.0
R118,185,139,HO,R139,-1.0
R118,27,139,R139,MO2,0.64
R118,21,139,R139,ORAP,0.36
R118,210,139,R139,CO2,0.64
R119,184,140,PAA,R140,-1.0
R119,185,140,HO,R140,-1.0
R119,185,140,R140,HO,0.35
R119,31,140,R140,ACO3,0.65
R119,112,140,R140,XO2,0.35
R119,92,140,R140,HCHO,0.35
R119,168,140,R140,DELTA_C,0.35
R120,20,141,PAN,R141,-1.0
R120,185,141,HO,R141,-1.0
R120,112,141,R141,XO2,1.0
R120,124,141,R141,NO3,1.0
R120,92,141,R141,HCHO,1.0
R120,168,141,R141,DELTA_C,1.0
R121,34,142,PPN,R142,-1.0
R121,185,142,HO,R142,-1.0
R121,112,142,R142,XO2,1.0
R121,124,142,R142,NO3,1.0
R121,92,142,R142,HCHO,1.0
R121,168,142,R142,DELTA_C,2.0
R122,188,143,MPAN,R143,-1.0
R122,185,143,HO,R143,-1.0
R122,58,143,R143,NO2,1.0
R122,59,143,R143,HKET,1.0
R122,99,143,R143,CO,1.0
R123,206,144,ONIT,R144,-1.0
R123,185,144,HO,R144,-1.0
R123,118,144,R144,HC3P,1.0
R123,58,144,R144,NO2,1.0
R123,168,144,R144,DELTA_C,1.0
TRP07,179,145,VTRPN,R145,-1.0
TRP07,185,145,HO,R145,-1.0
TRP07,38,145,R145,VHONIT,0.33
TRP07,58,145,R145,NO2,0.67
TRP07,156,145,R145,PINAL,0.27
TRP07,191,145,R145,KET,0.38
TRP07,92,145,R145,HCHO,0.21
TRP07,193,145,R145,ALD,0.02
TRP07,168,145,R145,DELTA_C,1.83
TRP57,38,146,VHONIT,R146,-1.0
TRP57,185,146,HO,R146,-1.0
TRP57,59,146,R146,HKET,1.0
TRP57,124,146,R146,NO3,1.0
TRP57,141,146,R146,DELTA_C %2,7.0
R126,13,147,ETE,R147,-1.0
R126,212,147,O3,R147,-1.0
R126,185,147,R147,HO,0.08
R126,190,147,R147,HO2,0.15
R126,99,147,R147,CO,0.63
R126,92,147,R147,HCHO,1.0
R126,10,147,R147,ORA1,0.37
R127,14,148,OLT,R148,-1.0
R127,212,148,O3,R148,-1.0
R127,185,148,R148,HO,0.22
R127,190,148,R148,HO2,0.32
R127,27,148,R148,MO2,0.08
R127,33,148,R148,ETHP,0.06
R127,118,148,R148,HC3P,0.04
R127,151,148,R148,HC5P,0.02
R127,164,148,R148,H2O2,0.068
R127,99,148,R148,CO,0.43
R127,133,148,R148,ETH,0.02
R127,202,148,R148,HC3,0.015
R127,162,148,R148,HC5,0.006
R127,29,148,R148,BEN,0.032
R127,92,148,R148,HCHO,0.56
R127,189,148,R148,ACD,0.01
R127,193,148,R148,ALD,0.44
R127,5,148,R148,ACT,0.03
R127,52,148,R148,BALD,0.02
R127,96,148,R148,MEK,0.06
R127,59,148,R148,HKET,0.01
R127,10,148,R148,ORA1,0.03
R127,180,148,R148,ORA2,0.06
R127,168,148,R148,DELTA_C,-0.707
R128,123,149,OLI,R149,-1.0
R128,212,149,O3,R149,-1.0
R128,185,149,R149,HO,0.46
R128,190,149,R149,HO2,0.07
R128,27,149,R149,MO2,0.32
R128,33,149,R149,ETHP,0.07
R128,118,149,R149,HC3P,0.04
R128,31,149,R149,ACO3,0.09
R128,99,149,R149,CO,0.37
R128,164,149,R149,H2O2,0.026
R128,133,149,R149,ETH,0.01
R128,202,149,R149,HC3,0.01
R128,92,149,R149,HCHO,0.09
R128,189,149,R149,ACD,0.457
R128,193,149,R149,ALD,0.73
R128,5,149,R149,ACT,0.11
R128,191,149,R149,KET,0.017
R128,59,149,R149,HKET,0.044
R128,180,149,R149,ORA2,0.017
R128,168,149,R149,DELTA_C,0.045
R131,196,150,API,R150,-1.0
R131,212,150,O3,R150,-1.0
R131,185,150,R150,HO,0.6055
R131,71,150,R150,PINALP,0.2145
R131,164,150,R150,H2O2,0.255
R131,156,150,R150,PINAL,0.2535
R131,180,150,R150,ORA2,0.0065
R131,190,150,R150,HO2,0.1105
R131,99,150,R150,CO,0.1105
R131,92,150,R150,HCHO,0.459
R131,19,150,R150,APIP1,0.2305
R131,163,150,R150,APIP2,0.05
R131,191,150,R150,KET,0.1785
R131,202,150,R150,HC3,0.0665
