# species_index (starts from 1),reaction_index (starts from 1),from,to,directed stoichiometric value
21,103,R103,APIP2,0.025
91,104,LIM,R104,-1.0
62,104,HO,R104,-1.0
13,104,R104,LIMP1,0.945
11,104,R104,LIMP2,0.055
81,105,PINAL,R105,-1.0
62,105,HO,R105,-1.0
128,105,R105,PINALP,0.23
126,105,R105,RCO3,0.77
147,106,LIMAL,R106,-1.0
62,106,HO,R106,-1.0
65,106,R106,LIMALP,0.83
126,106,R106,RCO3,0.17
177,107,HCHO,R107,-1.0
62,107,HO,R107,-1.0
163,107,R107,HO2,1.0
108,107,R107,CO,1.0
71,108,ACD,R108,-1.0
62,108,HO,R108,-1.0
63,108,R108,ACO3,1.0
180,109,ALD,R109,-1.0
62,109,HO,R109,-1.0
126,109,R109,RCO3,1.0
140,110,ACT,R110,-1.0
62,110,HO,R110,-1.0
9,110,R110,ACTP,1.0
156,111,MEK,R111,-1.0
62,111,HO,R111,-1.0
160,111,R111,MEKP,1.0
181,112,KET,R112,-1.0
62,112,HO,R112,-1.0
41,112,R112,KETP,1.0
10,113,HKET,R113,-1.0
62,113,HO,R113,-1.0
163,113,R113,HO2,1.0
131,113,R113,MGLY,1.0
148,114,MACR,R114,-1.0
62,114,HO,R114,-1.0
122,114,R114,MACP,0.57
115,114,R114,MCP,0.43
187,115,MVK,R115,-1.0
62,115,HO,R115,-1.0
43,115,R115,MVKP,1.0
100,116,UALD,R116,-1.0
62,116,HO,R116,-1.0
63,116,R116,ACO3,0.313
3,116,R116,UALP,0.687
192,117,GLY,R117,-1.0
62,117,HO,R117,-1.0
163,117,R117,HO2,1.0
108,117,R117,CO,2.0
131,118,MGLY,R118,-1.0
62,118,HO,R118,-1.0
63,118,R118,ACO3,1.0
108,118,R118,CO,1.0
117,119,DCB1,R119,-1.0
62,119,HO,R119,-1.0
163,119,R119,HO2,0.52
108,119,R119,CO,0.33
180,119,R119,ALD,0.4
181,119,R119,KET,0.78
192,119,R119,GLY,0.1
131,119,R119,MGLY,0.01
130,120,DCB2,R120,-1.0
62,120,HO,R120,-1.0
163,120,R120,HO2,0.52
108,120,R120,CO,0.33
156,120,R120,MEK,0.13
192,120,R120,GLY,0.1
131,120,R120,MGLY,0.01
137,120,R120,OP2,0.78
127,121,DCB3,R121,-1.0
62,121,HO,R121,-1.0
163,121,R121,HO2,0.56
122,121,R121,MACP,0.21
108,121,R121,CO,0.11
192,121,R121,GLY,0.27
131,121,R121,MGLY,0.01
137,121,R121,OP2,0.79
33,122,BALD,R122,-1.0
62,122,HO,R122,-1.0
46,122,R122,BALP,1.0
12,123,PHEN,R123,-1.0
62,123,HO,R123,-1.0
56,123,R123,ASOATJ,0.152
163,123,R123,HO2,0.619
123,123,R123,ADDC,0.17
190,123,R123,CHO,0.059
34,123,R123,MCT,0.619
55,124,CSL,R124,-1.0
62,124,HO,R124,-1.0
56,124,R124,ASOATJ,0.2
163,124,R124,HO2,0.584
123,124,R124,ADDC,0.16
190,124,R124,CHO,0.056
34,124,R124,MCT,0.584
34,125,MCT,R125,-1.0
62,125,HO,R125,-1.0
6,125,R125,MCTO,1.0
167,126,MOH,R126,-1.0
62,126,HO,R126,-1.0
163,126,R126,HO2,1.0
177,126,R126,HCHO,1.0
145,127,EOH,R127,-1.0
62,127,HO,R127,-1.0
163,127,R127,HO2,1.0
71,127,R127,ACD,1.0
29,128,ROH,R128,-1.0
62,128,HO,R128,-1.0
163,128,R128,HO2,1.0
180,128,R128,ALD,0.719
71,128,R128,ACD,0.184
37,129,ETEG,R129,-1.0
62,129,HO,R129,-1.0
163,129,R129,HO2,1.0
180,129,R129,ALD,1.0
52,130,OP1,R130,-1.0
62,130,HO,R130,-1.0
62,130,R130,HO,0.35
174,130,R130,MO2,0.65
177,130,R130,HCHO,0.35
137,131,OP2,R131,-1.0
62,131,HO,R131,-1.0
62,131,R131,HO,0.01
189,131,R131,HC3P,0.44
195,131,R131,XO2,0.07
180,131,R131,ALD,0.08
181,131,R131,KET,0.41
72,132,OPB,R132,-1.0
62,132,HO,R132,-1.0
62,132,R132,HO,0.01
59,132,R132,HC10P,0.44
195,132,R132,XO2,0.07
180,132,R132,ALD,0.08
181,132,R132,KET,0.41
97,133,OP3,R133,-1.0
62,133,HO,R133,-1.0
62,133,R133,HO,0.01
