! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Sparse Biadjacency Matrix, aka Stoichiometric Matrix, in CSV format
! 
! Generated by KPP-3.3.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
! 
! File                 : isoprene_full_v5_BiadjacencyMatrix.csv
! Equation file        : isoprene_full_v5.def
! Output root filename : isoprene_full_v5
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



spc_name,species_index,reaction_index,stoichiometric_coefficient
MVK3OO4OH,222,228,-1
MVK3OOH4OH,46,229,1
MVK3OO4OH,222,229,-1
MVK3OH4OOH,49,230,1
MVK3OH4OO,53,230,-1
MGLY,7,231,1
HCHO,9,231,1
MVK3OH4OO,53,231,-1
GLYC,8,232,1
CH3CO3,44,232,1
MVK3OOH4OH,46,232,-1
GLYC,8,233,1
CH3CO3,44,233,1
MVK3OO4OH,222,233,-1
MVK3N4OH,45,234,1
MVK3OO4OH,222,234,-1
MGLY,7,235,1
HCHO,9,235,1
MVK3OH4OO,53,235,-1
MVK3OH4N,52,236,1
MVK3OH4OO,53,236,-1
GLYC,8,237,1
CH3CO3,44,237,1
MVK3N4OH,45,237,-1
CH3CO3,44,238,1
ETHLN,51,238,1
MVK3OH4N,52,238,-1
MACR2OO3OH,207,239,1
MACR,267,239,-1
MACR2OH3OO,208,240,1
MACR,267,240,-1
MACR1OO,263,241,1
MACR,267,241,-1
MACR2OOH3OH,16,242,1
MACR2OO3OH,207,242,-1
HAC,11,243,1
CO,199,243,1
MACR2OO3OH,207,243,-1
MGLY,7,244,1
HCHO,9,244,1
MACR2OO3OH,207,244,-1
MACR2OH3OOH,55,245,1
MACR2OH3OO,208,245,-1
MGLY,7,246,1
HCHO,9,246,1
MACR2OH3OO,208,246,-1
MACR1OOH,56,247,1
MACR1OO,263,247,-1
CH3COOCH2,57,248,1
CO2,231,248,1
MACR1OO,263,248,-1
MACR1OH,58,249,1
MACR1OO,263,249,-1
HAC,11,250,1
CO,199,250,1
MACR2OO3OH,207,250,-1
MGLY,7,251,1
HCHO,9,251,1
MACR2OO3OH,207,251,-1
MACR2N3OH,59,252,1
MACR2OO3OH,207,252,-1
MGLY,7,253,1
HCHO,9,253,1
MACR2OH3OO,208,253,-1
MACR2OH3N,60,254,1
MACR2OH3OO,208,254,-1
CH3COOCH2,57,255,1
CO2,231,255,1
MACR1OO,263,255,-1
MPAN,262,256,1
MACR1OO,263,256,-1
MPAN,262,257,-1
MACR1OO,263,257,1
HAC,11,258,1
CO,199,258,1
MACR2OO3OH,207,258,-1
HPAC,43,259,1
CO,199,259,1
MACR2OH3OO,208,259,-1
MPAN1OHx,239,260,1
MPAN,262,260,-1
MPAN1OH2OO,237,261,1
